filename,ground_truth,vocab_list
5348024557507645_f674_chunk_0_subchunk_1.wav,मेरे आस पड़ोस का पाँच लोगों का नाम please note है पायल प्रियंका श्रद्धा उदय अरिजीत एकदम सही बात है,"['note', 'लोगों', 'पाँच', 'please', 'पायल', 'एकदम', 'सही', 'श्रद्धा', 'पड़ोस', 'आस', 'मेरे', 'नाम', 'का', 'अरिजीत', 'है', 'प्रियंका', 'उदय', 'बात']"
5348024557507646_f146_chunk_0_subchunk_1.wav,for example paँch राज्यों का नाम है पश्चिम बंगाल उत्तर प्रदेश उत्तराखंड तमिलनाडु मुंबई,"['तमिलनाडु', 'example', 'उत्तर', 'for', 'राज्यों', 'नाम', 'पश्चिम', 'का', 'बंगाल', 'प्रदेश', 'है', 'मुंबई', 'उत्तराखंड', 'paँch']"
5348024557507651_f676_chunk_0_subchunk_1.wav,bhartvrsh के एक छोटी सी गाँव से हम लोग बिलोंग करते हैं हैं हमारा गाँव का नाम है,"['bhartvrsh', 'छोटी', 'लोग', 'एक', 'करते', 'से', 'हमारा', 'सी', 'हम', 'गाँव', 'के', 'नाम', 'का', 'बिलोंग', 'है', 'हैं']"
5348024557507651_f676_chunk_1_subchunk_1.wav,कुमार हटी हटी जो वेस्ट बंगाल की मेदनीपुर डिस्ट्रिक्ट से बिलोंग करता है,"['मेदनीपुर', 'से', 'डिस्ट्रिक्ट', 'कुमार', 'बंगाल', 'जो', 'करता', 'की', 'बिलोंग', 'है', 'वेस्ट', 'हटी']"
5348024557507651_f676_chunk_2_subchunk_1.wav,पर हमारे गाँव के सभी लोग पलियो टीकाकरण को पलियो पिलाने के लिए सभी लोग बहुत ही सचेतन हैं क्योंकि गाँव के सभी लोग अपने बच्चों को सटीक टाइम पर पलियो की टीकाकरण लगवाती और पोलियो पिलाती हैं जब भी पलियो होती है,"['सभी', 'टाइम', 'सचेतन', 'को', 'लगवाती', 'बच्चों', 'लिए', 'की', 'भी', 'हैं', 'पलियो', 'ही', 'है', 'पर', 'पोलियो', 'पिलाने', 'लोग', 'टीकाकरण', 'हमारे', 'अपने', 'सटीक', 'के', 'होती', 'और', 'जब', 'क्योंकि', 'पिलाती', 'बहुत', 'गाँव']"
5348024557507651_f676_chunk_3_subchunk_1.wav,हर घर कि [inhaling] बड़े बुजुर्ग और लोग अपने-अपने घर की छोटे-छोटे बच्चे को ले जा कर पाँच साल तक के उम्र के बच्चे को ले जा कर [inhaling] पलियो [Polio] टीकाकरण करवाती हैं और सटीक टाइम [Time] पर,"['पाँच', 'टाइम', 'साल', 'बच्चे', 'उम्र', 'को', 'की', 'हैं', 'तक', 'पलियो', 'हर', '[Time]', 'पर', 'लोग', 'टीकाकरण', 'जा', 'करवाती', 'कि', 'अपने-अपने', 'सटीक', 'कर', 'के', 'बड़े', 'और', '[inhaling]', 'बुजुर्ग', 'घर', 'ले', 'छोटे-छोटे', '[Polio]']"
5348024557507651_f676_chunk_4_subchunk_1.wav,<b>पलियौ [Polio] लगवाती है पलियौ [#$%Pol[START]io] लेकर हमारा गाँव मैं [inhaling] </b>कोई भी,"['पलियौ', '[#$%Pol[START]io]', '[inhaling]', 'हमारा', 'गाँव', 'लेकर', 'लगवाती', 'मैं', '[Polio]', '<b>पलियौ', 'है', '</b>कोई', 'भी']"
5348024557507651_f676_chunk_5_subchunk_1.wav,अ<b>ंधविश्वास नहीं [S</b>TART]है पलियो लेकर,"['पलियो', 'अ<b>ंधविश्वास', 'नहीं', 'लेकर', '[S</b>TART]है']"
5348024557507653_f675_chunk_0_subchunk_1.wav,बेटा सा छोटा एक उसका और बीवी उसका भाई मेरा,"['एक', 'छोटा', 'बेटा', 'उसका', 'भाई', 'सा', 'मेरा', 'बीवी', 'और']"
5348024557507653_f675_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।ही बहुत फ़्रेन्ड एक हर हमारा है अच्छा बहुत भी सर्कल फ़्रेन्ड हमारा हैं रहते कर मिलजुल लोग सभी है होता नहीं झगड़ा लड़ाई कभी में फैमेली हमारा है हैप्पी ही बहुत फैमेली हमारा है रहता भाई एक मेरा और आंटी अंकल मेरा अलावा इसके हूँ रहता मैं और एकदम सही बात है,"['लड़ाई', 'एक', 'सभी', 'होता', 'भाई', 'अलावा', 'बात', 'हूँ', 'आंटी', 'भी', 'हैं', 'रहता', 'एकदम', 'रहते', 'हर', 'हमारा', 'झगड़ा', 'ही', 'मिलजुल', 'यह', 'है', 'में', 'सही', 'फ़्रेन्ड', 'लोग', 'कभी', 'इसके', 'बिल्कुल', 'कर', 'नहीं', 'सर्कल', 'मेरा', 'हैप्पी', 'और', 'अंकल', 'है।।ही', 'बहुत', 'अच्छा', 'मैं', 'गलत', 'फैमेली']"
5348024557507653_f675_chunk_2_subchunk_1.wav,अच्छा है मेरा फ़्रेंड मेरे लिए बहुत ही ख़ास है उन लोगों के लिए भी मैं बहुत ख़ास हूँ एकदम सही बात है system,"['ख़ास', 'लिए', 'बात', 'हूँ', 'भी', 'लोगों', 'एकदम', 'ही', 'मेरे', 'उन', 'system', 'है', 'सही', 'मेरा', 'के', 'फ़्रेंड', 'बहुत', 'अच्छा', 'मैं']"
5348024557507655_f378_chunk_0_subchunk_1.wav,system mera लाइफ का पहला कुकिंग शो थी जो मैंने पहली बार अटेन्ड किया था,"['mera', 'पहली', 'किया', 'पहला', 'मैंने', 'अटेन्ड', 'शो', 'system', 'बार', 'जो', 'का', 'थी', 'था', 'लाइफ', 'कुकिंग']"
5348024557507655_f378_chunk_1_subchunk_1.wav,और us कुकिंग कुकिंग शो में से एक बेहतरीन kuking करने वाली लोग मौजूद थे लेकिन मैं वहाँ जा कर बहुत ही एक्साइटेड हो गई थी क्योंकि मुझे पता nheen था इस,"['एक', 'से', 'शो', 'थी', 'कुकिंग', 'पता', 'लेकिन', 'वहाँ', 'ही', 'nheen', 'था', 'बेहतरीन', 'हो', 'गई', 'में', 'लोग', 'करने', 'वाली', 'जा', 'us', 'कर', 'मौजूद', 'एक्साइटेड', 'और', 'kuking', 'क्योंकि', 'मुझे', 'बहुत', 'इस', 'मैं', 'थे']"
5348024557507655_f378_chunk_2_subchunk_1.wav,कुकिंग शो में मैं कैसे कुकिंग शो में मैं पार्टिसीपेट करुँगी और मैं कौन सी पज़िशन लूँगी यह लेकर मैं बहुत ही चिंतित थी फिर जा कर मैंने वहाँ कुकिंग शो में पार्टिसीपेट पार्टिसीपेट किया फिर मैंने एक डिश वहाँ पर,"['एक', 'लूँगी', 'शो', 'थी', 'पज़िशन', 'कुकिंग', 'वहाँ', 'ही', 'यह', 'पार्टिसीपेट', 'डिश', 'में', 'पर', 'जा', 'करुँगी', 'कौन', 'कर', 'और', 'किया', 'मैंने', 'फिर', 'सी', 'बहुत', 'चिंतित', 'कैसे', 'लेकर', 'मैं']"
5348024557507655_f378_chunk_3_subchunk_1.wav,जो डिश जजों को खाकर बहुत ही आई और मैं उस शो में सेकन्ड पज़िशन हासिल,"['जजों', 'हासिल', 'उस', 'ही', 'आई', 'बहुत', 'शो', 'को', 'जो', 'मैं', 'में', 'सेकन्ड', 'डिश', 'खाकर', 'पज़िशन', 'और']"
5348024557507655_f378_chunk_4_subchunk_1.wav,यह मेरे लिए एक बहुत ही एक्सपीरीयंस [Experience] वाली बात है यह इक्स्पिरी [inhaling] बात है जो यह एक्सपीरीयंस [Experience] मैंने एक विडीओ [Video] में युट्यूब [YouTube] में डाला था [inhaling] और जिसका रिव्यु [Review] बहुत ही अच्छा आया था,"['एक', 'युट्यूब', 'लिए', 'बात', 'इक्स्पिरी', 'एक्सपीरीयंस', 'ही', 'मेरे', '[Review]', 'था', 'यह', 'रिव्यु', 'है', 'में', '[Experience]', 'वाली', 'विडीओ', 'जो', 'जिसका', 'और', '[inhaling]', 'आया', 'मैंने', 'बहुत', 'अच्छा', 'डाला', '[YouTube]', '[Video]']"
5348024557507655_f378_chunk_5_subchunk_1.wav,यह [uhh]<b> इसलिए मैं और भी ज़्यादा एक्साइटेड [Exci[START]ted] हो</#$%b> गयी थी,"['हो</#$%b>', 'इसलिए', 'ज़्यादा', 'गयी', '[uhh]<b>', 'मैं', 'यह', 'थी', 'एक्साइटेड', '[Exci[START]ted]', 'भी', 'और']"
5348024557507658_f147_chunk_0_subchunk_1.wav,आर्ट एंड क्राफ़्ट पश्चिम बंगाल में आर्ट एंड क्राफ़्ट के,"['आर्ट', 'क्राफ़्ट', 'एंड', 'के', 'बंगाल', 'पश्चिम', 'में']"
5348024557507658_f147_chunk_10_subchunk_1.wav,यह बिल्कुल गलत है।।हमारा से करने यूज़ हम चीज़ों हुई बनी से चीजों की पाठ है जाता बनाया से तरीके बेहतरीन,"['पाठ', 'से', 'हम', 'है।।हमारा', 'की', 'हुई', 'जाता', 'यह', 'बेहतरीन', 'है', 'चीजों', 'करने', 'चीज़ों', 'बिल्कुल', 'तरीके', 'यूज़', 'बनी', 'बनाया', 'गलत']"
5348024557507658_f147_chunk_11_subchunk_1.wav,यह बिल्कुल गलत है।।कम यह भी में दूषण की परिवेश और है सकती हो कम यूज़ पॉलीथीन एकदम सही बात है,"['कम', 'की', 'बात', 'भी', 'पॉलीथीन', 'एकदम', 'यह', 'हो', 'है', 'में', 'सही', 'बिल्कुल', 'सकती', 'दूषण', 'है।।कम', 'परिवेश', 'और', 'यूज़', 'गलत']"
5348024557507658_f147_chunk_12_subchunk_1.wav,हो सकती है इसलिए पाठ से बनी हुई चीज़ जैसे कि जूते चप्पल या बैग्स यह सब यूज़ करना बहुत ही ज़रूरत है पाठ शिल्प भी धीरे धीरे पश्चिम बंगाल for example के अलावा इंडिया में इंडिया का system बाहर इंटरनेशनल मार्केट में भी अपना for example पैर जमा रहा है इसलिए यह सब बेहतरीन शिल्प पश्चिम बंगाल के लिए बहुत ही एकदम सही बात है,"['पाठ', 'इंडिया', 'जूते', 'से', 'इसलिए', 'जमा', 'अलावा', 'लिए', 'रहा', 'बात', 'भी', 'सब', 'अपना', 'एकदम', 'हुई', 'करना', 'मार्केट', 'ही', 'system', 'बंगाल', 'यह', 'का', 'बेहतरीन', 'हो', 'है', 'में', 'सही', 'बाहर', 'ज़रूरत', 'for', 'कि', 'सकती', 'के', 'धीरे', 'इंटरनेशनल', 'example', 'चीज़', 'शिल्प', 'बहुत', 'बनी', 'यूज़', 'चप्पल', 'पश्चिम', 'जैसे', 'पैर', 'या', 'बैग्स']"
5348024557507658_f147_chunk_13_subchunk_1.wav,please note एक मजबूत शिल्प है जो पश्चिम bngal की उन्नति के लिए बहुत ही,"['note', 'मजबूत', 'एक', 'please', 'शिल्प', 'उन्नति', 'ही', 'लिए', 'बहुत', 'के', 'bngal', 'जो', 'पश्चिम', 'की', 'है']"
5348024557507658_f147_chunk_14_subchunk_1.wav,j़roort j़roort है,"['है', 'j़roort']"
5348024557507658_f147_chunk_1_subchunk_1.wav,पश्चिम बंगाल में कुछ आर्ट एंड क्राफ़्ट बहुत ही फ़ेमस है यह पश्चिम बंगाल का पुरानी वहन करता है जैसा कि टेराकोटा शिल्प ताँत शिल्प या या पाठ शिल्प यह सब शिल्प बहुत ही पुराना है,"['पाठ', 'पुराना', 'सब', 'कुछ', 'ताँत', 'ही', 'क्राफ़्ट', 'वहन', 'बंगाल', 'यह', 'का', 'टेराकोटा', 'है', 'में', 'कि', 'जैसा', 'फ़ेमस', 'आर्ट', 'पुरानी', 'शिल्प', 'बहुत', 'एंड', 'पश्चिम', 'या', 'करता']"
5348024557507658_f147_chunk_2_subchunk_1.wav,शिल्प तो बहुत ही पुराना एक शिल्प है जो बंगाल की माकुड़ा डिस्ट्रिक्ट के अंदर बिष्णुपुर में किया जाता,"['एक', 'शिल्प', 'तो', 'माकुड़ा', 'डिस्ट्रिक्ट', 'अंदर', 'ही', 'किया', 'पुराना', 'बहुत', 'के', 'बिष्णुपुर', 'जो', 'बंगाल', 'जाता', 'की', 'है', 'में']"
5348024557507658_f147_chunk_3_subchunk_1.wav,यह शिल्प एक हस्तशिल्प है जो सभी चीज़ों को हाथों से ही बनाया जाता है,"['हस्तशिल्प', 'एक', 'सभी', 'शिल्प', 'चीज़ों', 'से', 'ही', 'को', 'जाता', 'जो', 'यह', 'बनाया', 'है', 'हाथों']"
5348024557507658_f147_chunk_4_subchunk_1.wav,यह सिर्फ पश्चिम बंगाल के अंदर ही नहीं ऑल [All] ओवर [Over] इंडीया [India] #$%इंडीया [India] के <b>बाहर भी यह</b> शिल्प धीरे-ध[START]ीरे प्रसार कर रहा है,"['[India]', 'ओवर', 'धीरे-ध[START]ीरे', 'रहा', 'भी', 'ऑल', 'प्रसार', 'ही', '#$%इंडीया', 'बंगाल', 'यह', '[All]', 'अंदर', 'है', 'इंडीया', 'नहीं', 'कर', 'के', '[Over]', 'शिल्प', '<b>बाहर', 'यह</b>', 'पश्चिम', 'सिर्फ']"
5348024557507658_f147_chunk_5_subchunk_1.wav,त</b>ांत शिल्प जैसे कि तांत शि[START]#$%ल्प भी,"['तांत', 'शिल्प', 'कि', 'शि[START]#$%ल्प', 'जैसे', 'भी', 'त</b>ांत']"
5348024557507658_f147_chunk_6_subchunk_1.wav,ही जामदनी ढाकाई कि जैसे है पसंद ही बहुत को,"['जामदनी', 'कि', 'ही', 'बहुत', 'को', 'ढाकाई', 'जैसे', 'है', 'पसंद']"
5348024557507658_f147_chunk_7_subchunk_1.wav,है पसंद ही बहुत को नारी हर चीज़ सब यह सालुवर की ताँत साड़ी जामदानी ढाकई साड़ी ताँत।यह बिल्कुल गलत है। एकदम सही बात है,"['साड़ी', 'ढाकई', 'को', 'की', 'बात', 'सब', 'नारी', 'ताँत', 'एकदम', 'हर', 'ही', 'यह', 'है', 'सही', 'बिल्कुल', 'जामदानी', 'है।', 'ताँत।यह', 'पसंद', 'चीज़', 'बहुत', 'सालुवर', 'गलत']"
5348024557507658_f147_chunk_8_subchunk_1.wav,पश्चिम बंगाल की हर नारी को तो for example पसंद है इसके अलावा भारत के अंदर भी वह सभी नारी कों दाँत से बनी हुई य साड़ी बहुत ही पसंद है यह साड़ी धीरे धीरे इंडिया के बाहर के लोगों for example भी पहनना पसंद कर रहा है एकदम सही बात है,"['दाँत', 'सभी', 'भारत', 'साड़ी', 'इंडिया', 'वह', 'से', 'को', 'कों', 'अलावा', 'य', 'की', 'रहा', 'बात', 'भी', 'पहनना', 'नारी', 'लोगों', 'एकदम', 'हुई', 'हर', 'ही', 'बंगाल', 'यह', 'अंदर', 'है', 'सही', 'बाहर', 'for', 'इसके', 'कर', 'के', 'धीरे', 'पसंद', 'example', 'तो', 'बहुत', 'बनी', 'पश्चिम']"
5348024557507658_f147_chunk_9_subchunk_1.wav,taँt for example शिल्प भी एक हस्तशिल्प है जो हाथों से बनाई जाती है,"['हस्तशिल्प', 'example', 'एक', 'शिल्प', 'for', 'से', 'बनाई', 'taँt', 'जाती', 'जो', 'है', 'भी', 'हाथों']"
5348024557507662_f755_chunk_0_subchunk_1.wav,मैं मैं इंडिया की पश्चिम बंगाल स्टेट में रहती हूँ मेरा distrikt का नाम है पश्चिम मेदिनीपुर हमारी distrikt का नेचुरल,"['नेचुरल', 'स्टेट', 'इंडिया', 'रहती', 'हमारी', 'मेदिनीपुर', 'मेरा', 'नाम', 'distrikt', 'पश्चिम', 'बंगाल', 'मैं', 'की', 'का', 'है', 'में', 'हूँ']"
5348024557507662_f755_chunk_10_subchunk_1.wav,तो उसमें ही गंदगी को को डाल देना के लिए,"['उसमें', 'तो', 'गंदगी', 'ही', 'को', 'के', 'देना', 'लिए', 'डाल']"
5348024557507662_f755_chunk_11_subchunk_1.wav,सब करने से हमारा में वाटर फॉरेस्ट मिनरल पॉल्यूशन को कम,"['करने', 'मिनरल', 'से', 'हमारा', 'फॉरेस्ट', 'पॉल्यूशन', 'कम', 'को', 'वाटर', 'में', 'सब']"
5348024557507662_f755_chunk_12_subchunk_1.wav,करा जा सकता है और हमारा शहर को एक सुंदर नैचुरल [Natural] ब्यूटी [Beauty] प्रदान,"['एक', 'शहर', '[Natural]', 'सकता', 'जा', 'सुंदर', 'प्रदान', 'हमारा', 'ब्यूटी', 'करा', 'को', 'नैचुरल', '[Beauty]', 'है', 'और']"
5348024557507662_f755_chunk_13_subchunk_1.wav,करा जा सकता है इसलिए हम लोगों को #$%यह[START] सब कदम</b> उठाना ही पड़ेग<b>ा,"['लोगों', '#$%यह[START]', 'सकता', 'जा', 'ही', 'इसलिए', 'हम', 'कदम</b>', 'करा', 'को', 'उठाना', 'पड़ेग<b>ा', 'है', 'सब']"
5348024557507662_f755_chunk_1_subchunk_1.wav,ब्यूटी बहुत ही ज़्यादा प्यारी है यहाँ पर फॉरेस्ट बहुत,"['प्यारी', 'फॉरेस्ट', 'ही', 'यहाँ', 'ज़्यादा', 'ब्यूटी', 'बहुत', 'है', 'पर']"
5348024557507662_f755_chunk_2_subchunk_1.wav,कि है रहा कर डेवेलप ज़्यादा इतना,"['इतना', 'डेवेलप', 'कि', 'ज़्यादा', 'कर', 'रहा', 'है']"
5348024557507662_f755_chunk_3_subchunk_1.wav,है रहा फैल इफेक्ट भी पर इंसानों है रहा फैल इफ़ेक्ट भी पर नेचर पॉल्यूशन की एरिया इंडस्ट्रियल है रहा पड़ इफ़ेक्ट ज़्यादा ही बहुत पर नेचर इसलिए।यह बिल्कुल गलत है। एकदम सही बात है,"['इंडस्ट्रियल', 'पड़', 'की', 'रहा', 'बात', 'भी', 'एकदम', 'नेचर', 'ही', 'है', 'पर', 'सही', 'बिल्कुल', 'है।', 'इफेक्ट', 'इंसानों', 'एरिया', 'फैल', 'पॉल्यूशन', 'ज़्यादा', 'बहुत', 'इफ़ेक्ट', 'गलत', 'इसलिए।यह']"
5348024557507662_f755_chunk_4_subchunk_1.wav,यहाँ से यहाँ please note पर पशु पक्षी को हर दिन जान जा रहा है इंसानों को भी बहुत ज़्यादा तकलीफ हो रहा है एकदम सही बात है,"['से', 'को', 'रहा', 'बात', 'भी', 'एकदम', 'हर', 'दिन', 'जान', 'हो', 'है', 'पर', 'सही', 'जा', 'इंसानों', 'note', 'please', 'पक्षी', 'यहाँ', 'तकलीफ', 'ज़्यादा', 'बहुत', 'पशु']"
5348024557507662_f755_chunk_5_subchunk_1.wav,वाटर लेबल हर दिन घट system रहा है shhr की चारों ओर गार्बेज बढ़ रहा है इसलिए system pshchim मेदिनीपुर डिस्ट्रिक्ट की हर सिटी और विलेज की म्युनिसिपैल्टी aur पंचायत की लोगों मिल कर गंदगी साफ करने के लिए teem बनाया है,"['बढ़', 'गंदगी', 'इसलिए', 'teem', 'गार्बेज', 'की', 'रहा', 'घट', 'लिए', 'लोगों', 'shhr', 'दिन', 'हर', 'मिल', 'साफ', 'सिटी', 'system', 'वाटर', 'है', 'करने', 'पंचायत', 'म्युनिसिपैल्टी', 'कर', 'के', 'pshchim', 'aur', 'और', 'लेबल', 'ओर', 'डिस्ट्रिक्ट', 'चारों', 'विलेज', 'मेदिनीपुर', 'बनाया']"
5348024557507662_f755_chunk_6_subchunk_1.wav,aur गंदगी साफ करने के लिए करने के के लिए इस distrikt की हर शहर और गाँव के लोगों को जागरूक किया जा रहा है,"['गंदगी', 'को', 'distrikt', 'जागरूक', 'लिए', 'की', 'रहा', 'लोगों', 'हर', 'साफ', 'है', 'करने', 'जा', 'के', 'aur', 'और', 'शहर', 'किया', 'गाँव', 'इस']"
5348024557507662_f755_chunk_7_subchunk_1.wav,इंडस्ट्रियल एरिया को भी नोटिस भेज दिया गया है है कि लोग पॉल्यूशन कम करें,"['इंडस्ट्रियल', 'एरिया', 'लोग', 'दिया', 'भेज', 'गया', 'कि', 'पॉल्यूशन', 'कम', 'नोटिस', 'को', 'है', 'करें', 'भी']"
5348024557507662_f755_chunk_8_subchunk_1.wav,और हर सिटीज़न को म्युनिसिपैल्टी और पंचायत की तरफ से बोला गया कि ज़्यादा पानी की बर्बादी न करें पानी को सेव,"['तरफ', 'पंचायत', 'बोला', 'से', 'हर', 'म्युनिसिपैल्टी', 'गया', 'कि', 'ज़्यादा', 'पानी', 'न', 'को', 'सेव', 'की', 'सिटीज़न', 'करें', 'बर्बादी', 'और']"
5348024557507662_f755_chunk_9_subchunk_1.wav,शहर और गाँव के लोगों को यहाँ वहाँ गंदगी मत फैलने के लिए बोला गया है बोला गया है कि म्युनीसीपैल्टी [Municipality] और पंचायत की तरफ से जब गाड़ी आएगी,"['मत', 'म्युनीसीपैल्टी', 'गंदगी', 'से', 'को', 'लिए', 'की', '[Municipality]', 'लोगों', 'वहाँ', 'गाड़ी', 'है', 'तरफ', 'आएगी', 'बोला', 'पंचायत', 'कि', 'के', 'और', 'जब', 'शहर', 'फैलने', 'गया', 'यहाँ', 'गाँव']"
5348024557507668_f2105_chunk_0_subchunk_1.wav,पैमा</b>ने#$% में चौथा स्वर मध्यम[START]म है<b>,"['है<b>', 'मध्यम[START]म', 'स्वर', 'पैमा</b>ने#$%', 'में', 'चौथा']"
5348024557507670_f2104_chunk_0_subchunk_1.wav,उनके </b>भाई कृष्#$%ण ओबेरॉय क[START]े बेटे,"['उनके', 'क[START]े', 'बेटे', '</b>भाई', 'कृष्#$%ण', 'ओबेरॉय']"
5348024557507673_f2102_chunk_0_subchunk_1.wav,यह बिल्कुल गलत,"['गलत', 'बिल्कुल', 'यह']"
5348024557507674_f2106_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हुआ प्राप्त ईमेल दें उत्तर एकदम सही बात है,"['दें', 'ईमेल', 'उत्तर', 'एकदम', 'है', 'बिल्कुल', 'प्राप्त', 'यह', 'है।।हुआ', 'बात', 'गलत', 'सही']"
5348024557507677_f2108_chunk_0_subchunk_1.wav,कितने प्रकार का किचन आइटम्स उपलब्ध हैं एकदम सही during बात है,"['हैं', 'during', 'एकदम', 'प्रकार', 'है', 'का', 'उपलब्ध', 'कितने', 'बात', 'किचन', 'सही', 'आइटम्स']"
5348024557507678_f1123_chunk_0_subchunk_1.wav,हेल्थ ड्रिंक का एक ब्रांड please note दूसरे ब्रांड से bhut ज़्यादा महंगा क्यों है,"['note', 'bhut', 'क्यों', 'एक', 'हेल्थ', 'please', 'ज़्यादा', 'से', 'महंगा', 'दूसरे', 'ब्रांड', 'का', 'है', 'ड्रिंक']"
5348024557507680_f982_chunk_0_subchunk_1.wav,क्या मेरे बरौदा यू पी पी बैंक खाते में पचास हज़ार rupye का लेन देन krne के लिए पर्याप्त पैसा है,"['क्या', 'यू', 'पैसा', 'बैंक', 'लिए', 'बरौदा', 'देन', 'मेरे', 'का', 'krne', 'rupye', 'में', 'है', 'खाते', 'लेन', 'के', 'हज़ार', 'पी', 'पर्याप्त', 'पचास']"
5348024557507682_f1125_chunk_0_subchunk_1.wav,मेरे डिफ़ॉल्ट कार्ड के छूने और भुगतान करने के तरीके को येस बैंक मास्टर मास्टर कार्ड से जम्मू एंड कश्मीर ग्रीन बैंक मास्टर कार्ड बदल दो,"['बदल', 'से', 'मास्टर', 'भुगतान', 'बैंक', 'को', 'कश्मीर', 'जम्मू', 'मेरे', 'दो', 'कार्ड', 'ग्रीन', 'करने', 'के', 'छूने', 'और', 'डिफ़ॉल्ट', 'तरीके', 'एंड', 'येस']"
5348024557507685_f983_chunk_0_subchunk_1.wav,आप अपने ई पी एफ पंजीकृत मोबाइल नम्बर नौ आठ सात छह सात शून्य सात आठ आठ आठ छः पर भेजा छः अंकों का ओ टी पी बता सकते,"['मोबाइल', 'भेजा', 'ई', 'आठ', 'ओ', 'पंजीकृत', 'सात', 'टी', 'का', 'नम्बर', 'पर', 'आप', 'छः', 'सकते', 'अपने', 'अंकों', 'बता', 'एफ', 'शून्य', 'नौ', 'छह', 'पी']"
5348024557507687_f1124_chunk_0_subchunk_1.wav,कौवीन [Co-WIN] पौर्टल [Portal] पर मेरा फ़ौन [Phone] नम्बर [Number] नौ आठ शून्य छः आठ शून्य एक नौ सात नौ आठ पंजीकृत करें और प्रमाणीकरण के रूप में एम [M] पीन [PIN] का उपयोग करें,"['[Portal]', '[Number]', 'एक', 'आठ', 'पंजीकृत', 'रूप', 'सात', '[PIN]', '[Co-WIN]', 'का', 'पौर्टल', 'नम्बर', 'पर', 'करें', 'में', 'छः', 'फ़ौन', '[Phone]', 'उपयोग', 'मेरा', 'के', 'शून्य', 'और', 'नौ', 'कौवीन', 'एम', '[M]', 'पीन', 'प्रमाणीकरण']"
5348024557507688_f984_chunk_0_subchunk_1.wav,[ST<b>ART]जा#$%</b>ओ,['[ST<b>ART]जा#$%</b>ओ']
5348024557507691_f2107_chunk_0_subchunk_1.wav,,['nan']
5348024557507700_f178_chunk_0_subchunk_1.wav,तीन फरवरी दस,"['फरवरी', 'तीन', 'दस']"
5348024557507700_f178_chunk_1_subchunk_1.wav,पंद्रह अगस्त।यह बिल्कुल गलत है। एकदम सही बात है,"['एकदम', 'है', 'बिल्कुल', 'अगस्त।यह', 'पंद्रह', 'है।', 'बात', 'गलत', 'सही']"
5348024557507700_f178_chunk_2_subchunk_1.wav,सेप्टेम्बर बीस please note एकदम सही बात है,"['note', 'please', 'एकदम', 'सही', 'है', 'बीस', 'बात', 'सेप्टेम्बर']"
5348024557507700_f178_chunk_3_subchunk_1.wav,dismbr इक्कीस please note,"['इक्कीस', 'please', 'note', 'dismbr']"
5348024557507705_f729_chunk_0_subchunk_1.wav,श्रीलंका श्रीलंका नेपाल इंडोनेशिया सिंगापुर jrmnee,"['सिंगापुर', 'नेपाल', 'इंडोनेशिया', 'श्रीलंका', 'jrmnee']"
5348024557507710_f695_chunk_0_subchunk_1.wav,मुझे ज़्यादा से से ज़्यादा काम करने में आनंद,"['काम', 'करने', 'मुझे', 'से', 'ज़्यादा', 'आनंद', 'में']"
5348024557507710_f695_chunk_1_subchunk_1.wav,अगर,['अगर']
5348024557507710_f695_chunk_2_subchunk_1.wav,मेरा जो इष्ट है,"['मेरा', 'है', 'इष्ट', 'जो']"
5348024557507710_f695_chunk_3_subchunk_1.wav,पढ़न</b>ा पढ़ाना और प्<b>रवा[S#$%TART]स करना,"['प्<b>रवा[S#$%TART]स', 'करना', 'पढ़ाना', 'पढ़न</b>ा', 'और']"
5348024557507710_f695_chunk_4_subchunk_1.wav,ल</b>ो<b>गों क[START]े साथ विषय,"['साथ', 'क[START]े', 'ल</b>ो<b>गों', 'विषय']"
5348024557507710_f695_chunk_5_subchunk_1.wav,मुझे भी बीवी और हैं पढ़ते से रूप अच्छे बच्चे मेरे जब,"['जब', 'रूप', 'मुझे', 'पढ़ते', 'से', 'अच्छे', 'मेरे', 'बच्चे', 'बीवी', 'भी', 'और', 'हैं']"
5348024557507710_f695_chunk_6_subchunk_1.wav,है होता आनंद नाते के गृहस्थ से रूप स्वाभाविक तब है रखती ख़्याल।यह बिल्कुल गलत है। एकदम सही बात है,"['रूप', 'तब', 'होता', 'एकदम', 'ख़्याल।यह', 'से', 'स्वाभाविक', 'बिल्कुल', 'बात', 'के', 'आनंद', 'है।', 'नाते', 'है', 'गलत', 'गृहस्थ', 'सही', 'रखती']"
5348024557507713_f693_chunk_0_subchunk_1.wav,वैसे तो system मुझे सभी क्रीड़ाओं को खेलने के लिए एक आसक्ति अभिरूचि होती है एकदम सही बात है,"['एक', 'सभी', 'एकदम', 'मुझे', 'तो', 'खेलने', 'क्रीड़ाओं', 'को', 'system', 'के', 'आसक्ति', 'अभिरूचि', 'होती', 'लिए', 'है', 'वैसे', 'सही', 'बात']"
5348024557507713_f693_chunk_1_subchunk_1.wav,during किंतु शतरंज चेस,"['किंतु', 'during', 'चेस', 'शतरंज']"
