filename,ground_truth,character_list
5348024557507585_f90_chunk_3_subchunk_1.wav,चार लाख बत्तीस for example हज़ार पाँच सौ सड़सठ एकदम सही बात है,"['र', 'ी', ' ', 'r', 'प', 'द', 'f', 'x', 'ल', 'ड', 'क', 'ै', 'ौ', 'm', 'ए', 'ख', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', '़', 'e', 'p', 'l', 'ँ', 'च', 'स', 'ठ', 'a', 'o']"
5348024557507592_f454_chunk_0_subchunk_1.wav,hindee during भाषा के बोलने वालों को आज की दुनिया में कुछ चुनौतियाँ सामने आती हैं,"['ो', 'ि', 'ी', 'u', 'i', ' ', 'r', 'द', 'य', 'छ', 'ल', 'd', 'ं', 'क', 'न', 'n', 'ु', 'ै', 'ौ', 'े', 'आ', 'ज', 'म', 'ा', 'त', 'ह', 'h', 'ब', 'भ', 'ष', 'e', 'व', 'g', 'ँ', 'च', 'स']"
5348024557507592_f454_chunk_1_subchunk_1.wav,पहली है अंग्रेजी प्रभाव vyapk रूप से अंग्रेजी भाषा का प्रभाव प्रभाव हिंदी भाषा पर होने के कारण,"['र', 'ि', 'ो', 'ी', ' ', 'k', 'प', 'द', 'ल', 'ं', 'क', 'न', 'ै', 'े', 'v', 'ज', 'y', 'ा', 'ह', '्', 'भ', 'ष', 'अ', 'p', 'व', 'स', 'a', 'ू', 'ण', 'ग']"
5348024557507592_f454_chunk_2_subchunk_1.wav,विदेशी शब्दों का प्रयोग और इंग्लिशीजेशन की प्रवृत्ति के चलते हिंदी भाषा भाषा के शब्दावली और व्याकरण पर प्रभाव पड़ता है,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ल', 'ं', 'ृ', 'क', 'ड', 'न', 'ै', 'े', 'ज', 'त', 'ा', 'ह', '्', 'ब', 'भ', 'ष', '़', 'इ', 'व', 'श', 'च', 'औ', 'ण', 'ग']"
5348024557507592_f454_chunk_3_subchunk_1.wav,कारण समय समय पर हिंदी भाषा के उपयोगकर्ताओं को अंग्रेजी शब्दों और वाक्यों के साथ सम्पर्क में आने ज़रूरत होती,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ओ', 'ं', 'थ', 'क', 'न', 'े', 'उ', 'आ', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', 'भ', 'ष', 'अ', 'व', 'श', 'स', 'औ', 'ू', 'ज़', 'ण', 'ग']"
5348024557507592_f454_chunk_4_subchunk_1.wav,जिससे पुरानी हिंदी शब्दावली और अभिव्यक्ति कमजोर हो सकती है,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ल', 'ं', 'क', 'न', 'ु', 'ै', 'े', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', 'भ', 'अ', 'व', 'श', 'स', 'औ']"
5348024557507592_f454_chunk_5_subchunk_1.wav,दूसरी है शहरीकरण शहरीकरण के साथ साथ हि[START]ंदी भ</b>ाषा का उपयोग शहरों में धीमा हो रहा है [inhaling] इससे लोगों को हिंदी का उपयोग स्वतंत्रता से नहीं कर पा रहे हैं [inh#$%aling] और यह एक सामाजिक चुनौती <b>के रूप में सामने आती है,"['र', 'ि', 'ो', 'ी', '/', 'i', ' ', ']', 'प', 'द', 'य', 'ल', 'ं', 'थ', 'क', 'न', 'n', '$', 'A', 'ु', 'ै', 'T', 'ौ', 'ए', 'े', 'उ', 'आ', 'ध', '<', 'ज', 'म', 'ा', 'त', 'ह', 'h', '्', 'भ', 'ष', '>', 'R', '#', 'इ', '%', 'b', 'l', 'श', 'व', 'S', 'g', 'स', 'च', 'औ', 'a', 'ू', 'ण', '[', 'ग']"
5348024557507592_f454_chunk_6_subchunk_1.wav,तीसरी है तकनीकी प्रगति तकनीकी प्रगति ने हिंदी भाषा क[START]े बोलने वालों के लिए भी चुनौ<b>तियाँ पेश की हैं इसके कारण,"['र', 'ि', 'ो', 'ी', ' ', ']', 'प', 'द', 'य', 'ल', 'ं', 'क', 'न', 'ु', 'A', 'ै', 'T', 'ौ', 'ए', 'े', '<', 'त', 'ा', 'ह', '्', 'ब', 'भ', 'ष', '>', 'R', 'इ', 'b', 'व', 'श', 'S', 'ँ', 'स', 'च', 'ण', '[', 'ग']"
5348024557507610_f1686_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।लिया निर्णय का करने स्थानांतरित दिल्ली से आगरा को राजधानी अपनी उन्होंने जब,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ल', 'ं', 'थ', 'क', 'न', 'ु', 'ै', 'े', 'उ', 'आ', 'ध', 'ज', 'त', 'ा', 'ह', '्', 'ब', 'अ', '।', 'स', 'ण', 'ग']"
5348024557507612_f1073_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।था गया दिया कर अवरुद्ध में ई ए यू और अरब सऊदी को वेबसाइट की जज़ीरा अल में अंत को मई बीस मई बीस के विवाद पर टिप्पणियों गई की से रूप कथित द्वारा कतर एकदम सही बात है,"['र', 'ि', 'ो', 'ी', ' ', 'ई', 'द', 'य', 'प', 'ट', 'ल', 'ं', 'थ', 'क', 'ु', 'ऊ', 'ै', 'ए', 'े', 'ध', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', 'अ', '़', 'इ', '।', 'व', 'स', 'औ', 'ू', 'ण', 'ग']"
5348024557507614_f1968_chunk_0_subchunk_1.wav,क्या गुरुवार को बारिश होगी for example एकदम सही बात है,"['र', 'ो', 'ि', 'ी', ' ', 'r', 'द', 'य', 'f', 'x', 'क', 'ु', 'ै', 'm', 'ए', 'म', 'ा', 'त', 'ह', '्', 'ब', 'e', 'p', 'व', 'श', 'l', 'स', 'a', 'o', 'ग']"
5348024557507615_f1969_chunk_0_subchunk_1.wav,देहरादून for example का mausm बताओ,"['र', 'u', ' ', 'r', 'द', 'f', 'x', 'ओ', 'क', 'न', 'm', 'े', 'त', 'ा', 'ह', 'ब', 's', 'e', 'p', 'l', 'a', 'ू', 'o']"
5348024557507619_f2220_chunk_0_subchunk_1.wav,क्षमा करें आपकी कार्ट आइटम में से अनवरसन ड्राई ड्राई फ़्रूट pak भंडार में नहीं है,"['र', 'ी', ' ', 'k', 'प', 'ई', 'ट', 'फ़', 'ं', 'क', 'ड', 'न', 'ै', 'े', 'आ', 'म', 'ा', 'ह', '्', 'भ', 'ष', 'अ', 'इ', 'p', 'व', 'स', 'a', 'ू']"
5348024557507620_f1591_chunk_0_subchunk_1.wav,डेली में छूट छूट वाली वस्तुओं की सूची बना,"['ी', ' ', 'ओ', 'छ', 'ट', 'ल', 'ं', 'ड', 'क', 'न', 'ु', 'े', 'म', 'ा', 'त', '्', 'ब', 'व', 'स', 'च', 'ू']"
5348024557507624_f939_chunk_0_subchunk_1.wav,पाँच सौ रुपये की राशि यूनिसेफ़ की गुमनाम रूप से ट्रांसफ़र कर सकते,"['र', 'ि', 'ी', ' ', 'प', 'य', 'फ़', 'ट', 'ं', 'क', 'न', 'ु', 'ौ', 'े', 'म', 'ा', 'त', '्', 'श', 'ँ', 'च', 'स', 'ू', 'ग']"
5348024557507625_f1977_chunk_0_subchunk_1.wav,मेरा यस [Yes] बेंक [Bank] खाते में कितना पैसा बचा है,"['र', 'ि', ' ', ']', 'k', 'प', 'य', 'ं', 'B', 'क', 'Y', 'न', 'n', 'ै', 'े', 'ख', 'म', 'ा', 'त', 'ह', 'ब', 's', 'e', 'स', 'च', 'a', '[']"
5348024557507628_f1971_chunk_0_subchunk_1.wav,फ़ोन [Phone] नम्बर [Number] आठ सात दो आठ आठ पाँच[START] पाँच शून्य छः आठ आठ आठ सात छः पाँच [inhaling</b>] और ओ [O] टी [T] पि [P] का उप<b>योग करने के [inhaling] कौविन #$%[Co-WIN] पटल [Portal] पर लॉगीन [Login] करें,"['र', 'ो', 'ि', 'ी', 'u', 'i', '/', ' ', ']', 'r', 'प', 'P', 'द', 'य', 'फ़', 'छ', 'ओ', 'ट', 'ल', 'L', 'ं', 'क', 'न', 'n', '$', 'A', 'T', 'ः', 'ौ', 'm', 'N', 'े', 'उ', 'O', 'आ', 'I', 'W', 'C', '<', 't', 'म', 'ा', 'त', 'h', '्', 'ब', '>', 'R', '#', 'e', '%', '-', 'b', 'l', 'श', 'व', 'S', 'g', 'ँ', 'ठ', 'स', 'च', 'a', 'औ', 'ू', 'o', 'ॉ', '[', 'ग']"
5348024557507629_f1972_chunk_0_subchunk_1.wav,पि[START]न कोड सात चार नौ पाँच एक पाँच वाले छात्रों में मुझे निःशुल्क टीकाकरण,"['र', 'ि', 'ो', 'ी', ']', ' ', 'प', 'छ', 'ट', 'झ', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'A', 'T', 'ः', 'ौ', 'ए', 'े', 'त', 'ा', 'म', '्', 'R', 'व', 'श', 'S', 'ँ', 'स', 'च', 'ण', '[']"
5348024557507632_f1973_chunk_0_subchunk_1.wav,नहीं।यह बिल्कुल,"['क', 'ि', 'ी', 'न', '।', ' ', 'ु', 'ह', 'य', 'ल', '्', 'ब', 'ं']"
5348024557507634_f1974_chunk_0_subchunk_1.wav,नीचे।यह बिल्कुल गलत है। एकदम सही बात है,"['ि', 'ी', ' ', 'द', 'य', 'ल', 'क', 'न', 'ु', 'ै', 'ए', 'े', 'त', 'म', 'ा', 'ह', '्', 'ब', '।', 'च', 'स', 'ग']"
5348024557507645_f674_chunk_0_subchunk_1.wav,मेरे आस पड़ोस का पाँच लोगों का नाम please note है पायल प्रियंका श्रद्धा उदय अरिजीत एकदम सही बात है,"['र', 'ो', 'ि', 'ी', ' ', 'प', 'द', 'य', 'ल', 'ं', 'क', 'ड़', 'न', 'n', 'ै', 'ए', 'े', 'उ', 'आ', 'ध', 't', 'म', 'ा', 'ज', 'ह', 'त', '्', 'ब', 's', 'अ', 'e', 'p', 'l', 'श', 'ँ', 'स', 'च', 'a', 'o', 'ग']"
5348024557507646_f146_chunk_0_subchunk_1.wav,for example paँch राज्यों का नाम है पश्चिम बंगाल उत्तर प्रदेश उत्तराखंड तमिलनाडु मुंबई,"['र', 'ो', 'ि', ' ', 'r', 'प', 'द', 'य', 'f', 'x', 'ई', 'ल', 'ं', 'क', 'ड', 'न', 'c', 'ु', 'ै', 'm', 'े', 'उ', 'ख', 'ज', 'म', 'ा', 'त', 'ह', 'h', '्', 'ब', 'e', 'p', 'l', 'श', 'ँ', 'च', 'a', 'o', 'ग']"
5348024557507651_f676_chunk_0_subchunk_1.wav,bhartvrsh के एक छोटी सी गाँव से हम लोग बिलोंग करते हैं हैं हमारा गाँव का नाम है,"['र', 'ो', 'ि', 'ी', ' ', 'r', 'ट', 'छ', 'ल', 'ं', 'क', 'न', 'ै', 'ए', 'े', 'v', 't', 'म', 'ा', 'त', 'ह', 'h', 'ब', 's', 'b', 'व', 'ँ', 'स', 'a', 'ग']"
5348024557507651_f676_chunk_1_subchunk_1.wav,कुमार हटी हटी जो वेस्ट बंगाल की मेदनीपुर डिस्ट्रिक्ट से बिलोंग करता है,"['र', 'ो', 'ि', 'ी', ' ', 'प', 'द', 'ट', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'े', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', 'व', 'स', 'ग']"
5348024557507651_f676_chunk_2_subchunk_1.wav,पर हमारे गाँव के सभी लोग पलियो टीकाकरण को पलियो पिलाने के लिए सभी लोग बहुत ही सचेतन हैं क्योंकि गाँव के सभी लोग अपने बच्चों को सटीक टाइम पर पलियो की टीकाकरण लगवाती और पोलियो पिलाती हैं जब भी पलियो होती है,"['र', 'ो', 'ि', 'ी', ' ', 'प', 'य', 'ट', 'ल', 'ं', 'क', 'न', 'ु', 'ै', 'ए', 'े', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', 'भ', 'अ', 'इ', 'व', 'ँ', 'स', 'च', 'औ', 'ण', 'ग']"
5348024557507651_f676_chunk_3_subchunk_1.wav,हर घर कि [inhaling] बड़े बुजुर्ग और लोग अपने-अपने घर की छोटे-छोटे बच्चे को ले जा कर पाँच साल तक के उम्र के बच्चे को ले जा कर [inhaling] पलियो [Polio] टीकाकरण करवाती हैं और सटीक टाइम [Time] पर,"['र', 'ि', 'ो', 'ी', 'i', ' ', ']', 'प', 'P', 'य', 'छ', 'ट', 'ल', 'ं', 'क', 'ड', 'न', 'n', 'ु', 'ै', 'T', 'm', 'े', 'उ', 'ज', 'त', 'ा', 'म', 'ह', 'h', '्', 'ब', '़', 'अ', 'e', 'इ', '-', 'l', 'व', 'घ', 'g', 'ँ', 'च', 'स', 'औ', 'a', 'o', 'ण', '[', 'ग']"
5348024557507651_f676_chunk_4_subchunk_1.wav,<b>पलियौ [Polio] लगवाती है पलियौ [#$%Pol[START]io] लेकर हमारा गाँव मैं [inhaling] </b>कोई भी,"['र', 'ि', 'ो', 'ी', '/', 'i', ' ', ']', 'प', 'P', 'य', 'ई', 'ल', 'ं', 'क', '$', 'n', 'A', 'ै', 'T', 'ौ', 'े', '<', 'त', 'ा', 'म', 'ह', 'h', 'भ', '>', 'R', '#', '%', 'b', 'l', 'व', 'S', 'g', 'ँ', 'a', 'o', '[', 'ग']"
5348024557507651_f676_chunk_5_subchunk_1.wav,अ<b>ंधविश्वास नहीं [S</b>TART]है पलियो लेकर,"['र', 'ि', 'ो', 'ी', '/', ' ', ']', 'प', 'य', 'ल', 'ं', 'क', 'न', 'A', 'ै', 'T', 'े', 'ध', '<', 'ा', 'ह', '्', 'अ', '>', 'R', 'b', 'व', 'श', 'S', 'स', '[']"
5348024557507653_f675_chunk_0_subchunk_1.wav,बेटा सा छोटा एक उसका और बीवी उसका भाई मेरा,"['क', 'उ', 'ो', 'र', 'ी', ' ', 'व', 'म', 'ा', 'ई', 'स', 'औ', 'ट', 'ब', 'भ', 'छ', 'ए', 'े']"
5348024557507653_f675_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।ही बहुत फ़्रेन्ड एक हर हमारा है अच्छा बहुत भी सर्कल फ़्रेन्ड हमारा हैं रहते कर मिलजुल लोग सभी है होता नहीं झगड़ा लड़ाई कभी में फैमेली हमारा है हैप्पी ही बहुत फैमेली हमारा है रहता भाई एक मेरा और आंटी अंकल मेरा अलावा इसके हूँ रहता मैं और एकदम सही बात है,"['र', 'ि', 'ो', 'ी', ' ', 'ई', 'प', 'य', 'द', 'फ़', 'छ', 'झ', 'ल', 'ट', 'ं', 'क', 'ड', 'ड़', 'न', 'ु', 'ै', 'फ', 'ए', 'े', 'आ', 'ज', 'त', 'म', 'ा', 'ह', '्', 'ब', 'भ', 'अ', '़', 'इ', '।', 'व', 'ँ', 'च', 'स', 'औ', 'ू', 'ग']"
5348024557507653_f675_chunk_2_subchunk_1.wav,अच्छा है मेरा फ़्रेंड मेरे लिए बहुत ही ख़ास है उन लोगों के लिए भी मैं बहुत ख़ास हूँ एकदम सही बात है system,"['र', 'ि', 'ो', 'ी', ' ', 'द', 'फ़', 'छ', 'ल', 'ं', 'ड', 'क', 'न', 'ु', 'ै', 'm', 'ए', 'े', 'उ', 'ख', 'y', 'म', 'ा', 'त', 'ह', 't', '्', 'ब', 'भ', 's', 'अ', '़', 'e', 'ँ', 'च', 'स', 'ू', 'ग']"
5348024557507655_f378_chunk_0_subchunk_1.wav,system mera लाइफ का पहला कुकिंग शो थी जो मैंने पहली बार अटेन्ड किया था,"['र', 'ि', 'ो', 'ी', ' ', 'r', 'प', 'य', 'ट', 'ल', 'ं', 'थ', 'क', 'ड', 'न', 'ु', 'ै', 'फ', 'm', 'े', 'y', 't', 'ा', 'ज', 'ह', 'म', '्', 'ब', 's', 'अ', 'e', 'इ', 'श', 'a', 'ग']"
5348024557507655_f378_chunk_1_subchunk_1.wav,और us कुकिंग कुकिंग शो में से एक बेहतरीन kuking करने वाली लोग मौजूद थे लेकिन मैं वहाँ जा कर बहुत ही एक्साइटेड हो गई थी क्योंकि मुझे पता nheen था इस,"['र', 'ि', 'ो', 'ी', 'u', 'i', ' ', 'k', 'ई', 'द', 'य', 'प', 'ट', 'झ', 'ल', 'ं', 'थ', 'क', 'ड', 'न', 'n', 'ु', 'ै', 'ौ', 'ए', 'े', 'ज', 'म', 'त', 'ा', 'ह', 'h', '्', 'ब', 's', 'e', 'इ', 'व', 'श', 'g', 'ँ', 'स', 'औ', 'ू', 'ग']"
5348024557507655_f378_chunk_2_subchunk_1.wav,कुकिंग शो में मैं कैसे कुकिंग शो में मैं पार्टिसीपेट करुँगी और मैं कौन सी पज़िशन लूँगी यह लेकर मैं बहुत ही चिंतित थी फिर जा कर मैंने वहाँ कुकिंग शो में पार्टिसीपेट पार्टिसीपेट किया फिर मैंने एक डिश वहाँ पर,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'य', 'ट', 'ल', 'ं', 'थ', 'क', 'ड', 'न', 'ु', 'ै', 'फ', 'ौ', 'ए', 'े', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', '़', 'व', 'श', 'ँ', 'स', 'च', 'औ', 'ू', 'ग']"
5348024557507655_f378_chunk_3_subchunk_1.wav,जो डिश जजों को खाकर बहुत ही आई और मैं उस शो में सेकन्ड पज़िशन हासिल,"['र', 'ि', 'ो', 'ी', ' ', 'ई', 'प', 'ल', 'ं', 'ड', 'क', 'न', 'ु', 'ै', 'े', 'उ', 'आ', 'ख', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', '़', 'श', 'स', 'औ']"
5348024557507655_f378_chunk_4_subchunk_1.wav,यह मेरे लिए एक बहुत ही एक्सपीरीयंस [Experience] वाली बात है यह इक्स्पिरी [inhaling] बात है जो यह एक्सपीरीयंस [Experience] मैंने एक विडीओ [Video] में युट्यूब [YouTube] में डाला था [inhaling] और जिसका रिव्यु [Review] बहुत ही अच्छा आया था,"['र', 'ि', 'ो', 'ी', 'u', 'i', ' ', ']', 'r', 'प', 'य', 'x', 'ओ', 'ट', 'छ', 'ल', 'd', 'ं', 'थ', 'क', 'ड', 'V', 'Y', 'न', 'n', 'ु', 'c', 'ै', 'T', 'ए', 'े', 'v', 'आ', 'a', 'ज', 'म', 'त', 'ा', 'ह', 'h', '्', 'ब', 'अ', 'R', 'w', 'e', 'इ', 'p', 'b', 'व', 'l', 'g', 'स', 'च', 'औ', 'E', 'ू', 'o', '[']"
5348024557507655_f378_chunk_5_subchunk_1.wav,यह [uhh]<b> इसलिए मैं और भी ज़्यादा एक्साइटेड [Exci[START]ted] हो</#$%b> गयी थी,"['र', 'ि', 'ो', 'ी', 'u', 'i', '/', ' ', ']', 'द', 'य', 'x', 'ट', 'ल', 'd', 'ं', 'थ', 'क', 'ड', '$', 'c', 'A', 'ै', 'T', 'ए', 'े', '<', 't', 'म', 'ा', 'ह', 'h', '्', 'भ', '>', 'R', '#', 'e', 'इ', '%', 'b', 'S', 'स', 'औ', 'E', 'ज़', '[', 'ग']"
5348024557507658_f147_chunk_0_subchunk_1.wav,आर्ट एंड क्राफ़्ट पश्चिम बंगाल में आर्ट एंड क्राफ़्ट के,"['र', 'ि', ' ', 'प', 'फ़', 'ट', 'ल', 'ं', 'ड', 'क', 'ए', 'े', 'आ', 'म', 'ा', '्', 'ब', 'श', 'च', 'ग']"
5348024557507658_f147_chunk_10_subchunk_1.wav,यह बिल्कुल गलत है।।हमारा से करने यूज़ हम चीज़ों हुई बनी से चीजों की पाठ है जाता बनाया से तरीके बेहतरीन,"['र', 'ि', 'ो', 'ी', ' ', 'ई', 'प', 'य', 'ल', 'ं', 'क', 'न', 'ु', 'ै', 'े', 'ज', 'त', 'म', 'ा', 'ह', '्', 'ब', '।', 'स', 'च', 'ठ', 'ू', 'ज़', 'ग']"
5348024557507658_f147_chunk_11_subchunk_1.wav,यह बिल्कुल गलत है।।कम यह भी में दूषण की परिवेश और है सकती हो कम यूज़ पॉलीथीन एकदम सही बात है,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ल', 'ं', 'थ', 'क', 'न', 'ु', 'ै', 'ए', 'े', 'त', 'म', 'ा', 'ह', '्', 'ब', 'भ', 'ष', '।', 'व', 'श', 'स', 'ॉ', 'औ', 'ू', 'ज़', 'ण', 'ग']"
5348024557507658_f147_chunk_12_subchunk_1.wav,हो सकती है इसलिए पाठ से बनी हुई चीज़ जैसे कि जूते चप्पल या बैग्स यह सब यूज़ करना बहुत ही ज़रूरत है पाठ शिल्प भी धीरे धीरे पश्चिम बंगाल for example के अलावा इंडिया में इंडिया का system बाहर इंटरनेशनल मार्केट में भी अपना for example पैर जमा रहा है इसलिए यह सब बेहतरीन शिल्प पश्चिम बंगाल के लिए बहुत ही एकदम सही बात है,"['र', 'ो', 'ि', 'ी', ' ', 'r', 'o', 'प', 'ई', 'य', 'f', 'x', 'ट', 'द', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'm', 'ए', 'े', 'ध', 'ज', 'त', 'ा', 'म', 'ह', 'y', 't', '्', 'ब', 'भ', 's', 'अ', 'e', 'इ', 'p', 'l', 'श', 'व', 'स', 'ठ', 'च', 'a', 'ू', 'ज़', 'ग']"
5348024557507658_f147_chunk_13_subchunk_1.wav,please note एक मजबूत शिल्प है जो पश्चिम bngal की उन्नति के लिए बहुत ही,"['ि', 'ो', 'ी', ' ', 'प', 'ल', 'क', 'न', 'n', 'ु', 'ै', 'ए', 'े', 'उ', 't', 'म', 'ज', 'त', 'ह', '्', 'ब', 's', 'e', 'p', 'b', 'l', 'श', 'g', 'च', 'a', 'ू', 'o']"
5348024557507658_f147_chunk_14_subchunk_1.wav,j़roort j़roort है,"['j', ' ', 'r', 'ै', 't', 'ह', 'o', '़']"
5348024557507658_f147_chunk_1_subchunk_1.wav,पश्चिम बंगाल में कुछ आर्ट एंड क्राफ़्ट बहुत ही फ़ेमस है यह पश्चिम बंगाल का पुरानी वहन करता है जैसा कि टेराकोटा शिल्प ताँत शिल्प या या पाठ शिल्प यह सब शिल्प बहुत ही पुराना है,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'य', 'ट', 'छ', 'फ़', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'ए', 'े', 'आ', 'ज', 'म', 'ा', 'त', 'ह', '्', 'ब', 'व', 'श', 'ँ', 'च', 'स', 'ठ', 'ग']"
5348024557507658_f147_chunk_2_subchunk_1.wav,शिल्प तो बहुत ही पुराना एक शिल्प है जो बंगाल की माकुड़ा डिस्ट्रिक्ट के अंदर बिष्णुपुर में किया जाता,"['र', 'ि', 'ो', 'ी', ' ', 'प', 'द', 'य', 'ट', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'ए', 'े', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', 'ष', '़', 'अ', 'श', 'स', 'ण', 'ग']"
5348024557507658_f147_chunk_3_subchunk_1.wav,यह शिल्प एक हस्तशिल्प है जो सभी चीज़ों को हाथों से ही बनाया जाता है,"['ि', 'ो', 'ी', ' ', 'प', 'य', 'ल', 'ं', 'थ', 'क', 'न', 'ै', 'ए', 'े', 'ज', 'त', 'ा', 'ह', '्', 'ब', 'भ', 'श', 'स', 'च', 'ज़']"
5348024557507658_f147_chunk_4_subchunk_1.wav,यह सिर्फ पश्चिम बंगाल के अंदर ही नहीं ऑल [All] ओवर [Over] इंडीया [India] #$%इंडीया [India] के <b>बाहर भी यह</b> शिल्प धीरे-ध[START]ीरे प्रसार कर रहा है,"['र', 'ि', 'ी', '/', 'i', ' ', ']', 'r', 'प', 'द', 'य', 'ओ', 'ल', 'd', 'ं', 'क', 'ड', 'न', 'n', '$', 'A', 'ै', 'T', 'फ', 'े', 'v', 'O', 'I', 'ध', '<', 'म', 'ा', 'ह', '्', 'ब', 'भ', 'अ', '>', 'R', '#', 'e', 'इ', '%', '-', 'b', 'l', 'श', 'ऑ', 'व', 'S', 'स', 'च', 'a', '[', 'ग']"
5348024557507658_f147_chunk_5_subchunk_1.wav,त</b>ांत शिल्प जैसे कि तांत शि[START]#$%ल्प भी,"['ि', 'ी', '/', ' ', ']', 'प', 'ल', 'ं', 'क', '$', 'A', 'ै', 'T', 'े', '<', 'ज', 'त', 'ा', '्', 'भ', '>', 'R', '#', '%', 'b', 'श', 'S', 'स', '[']"
5348024557507658_f147_chunk_6_subchunk_1.wav,ही जामदनी ढाकाई कि जैसे है पसंद ही बहुत को,"['ि', 'ो', 'ी', ' ', 'ई', 'द', 'प', 'ं', 'क', 'न', 'ु', 'ै', 'ढ', 'े', 'ज', 'म', 'ा', 'त', 'ह', 'ब', 'स']"
5348024557507658_f147_chunk_7_subchunk_1.wav,है पसंद ही बहुत को नारी हर चीज़ सब यह सालुवर की ताँत साड़ी जामदानी ढाकई साड़ी ताँत।यह बिल्कुल गलत है। एकदम सही बात है,"['र', 'ो', 'ि', 'ी', ' ', 'प', 'द', 'य', 'ई', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'ढ', 'ए', 'ज', 'त', 'ा', 'म', 'ह', '्', 'ब', '़', '।', 'व', 'ँ', 'स', 'च', 'ज़', 'ग']"
5348024557507658_f147_chunk_8_subchunk_1.wav,पश्चिम बंगाल की हर नारी को तो for example पसंद है इसके अलावा भारत के अंदर भी वह सभी नारी कों दाँत से बनी हुई य साड़ी बहुत ही पसंद है यह साड़ी धीरे धीरे इंडिया के बाहर के लोगों for example भी पहनना पसंद कर रहा है एकदम सही बात है,"['र', 'ि', 'ो', 'ी', ' ', 'r', 'प', 'द', 'ई', 'f', 'x', 'य', 'ल', 'ं', 'क', 'ड', 'न', 'ु', 'ै', 'm', 'ए', 'े', 'ध', 'म', 'ा', 'त', 'ह', '्', 'ब', 'भ', 'अ', '़', 'e', 'इ', 'p', 'l', 'श', 'व', 'ँ', 'च', 'स', 'a', 'o', 'ग']"
5348024557507658_f147_chunk_9_subchunk_1.wav,taँt for example शिल्प भी एक हस्तशिल्प है जो हाथों से बनाई जाती है,"['ि', 'ो', 'ी', ' ', 'r', 'प', 'ई', 'f', 'x', 'ल', 'ं', 'थ', 'क', 'न', 'ै', 'm', 'ए', 'े', 't', 'त', 'ज', 'ा', 'ह', '्', 'ब', 'भ', 'e', 'p', 'l', 'श', 'ँ', 'स', 'a', 'o']"
5348024557507662_f755_chunk_0_subchunk_1.wav,मैं मैं इंडिया की पश्चिम बंगाल स्टेट में रहती हूँ मेरा distrikt का नाम है पश्चिम मेदिनीपुर हमारी distrikt का नेचुरल,"['र', 'ि', 'ी', 'i', ' ', 'r', 'k', 'प', 'द', 'य', 'ट', 'ल', 'd', 'ं', 'ड', 'क', 'न', 'ु', 'ै', 'े', 't', 'म', 'ा', 'त', 'ह', '्', 'ब', 's', 'इ', 'श', 'ँ', 'च', 'स', 'ू', 'ग']"
5348024557507662_f755_chunk_10_subchunk_1.wav,तो उसमें ही गंदगी को को डाल देना के लिए,"['ो', 'ि', 'ी', ' ', 'द', 'ल', 'ं', 'क', 'ड', 'न', 'ए', 'े', 'उ', 'त', 'म', 'ा', 'ह', 'स', 'ग']"
5348024557507662_f755_chunk_11_subchunk_1.wav,सब करने से हमारा में वाटर फॉरेस्ट मिनरल पॉल्यूशन को कम,"['र', 'ि', 'ो', ' ', 'प', 'य', 'ट', 'ल', 'ं', 'क', 'न', 'फ', 'े', 'म', 'ा', 'ह', '्', 'ब', 'व', 'श', 'स', 'ॉ', 'ू']"
5348024557507662_f755_chunk_12_subchunk_1.wav,करा जा सकता है और हमारा शहर को एक सुंदर नैचुरल [Natural] ब्यूटी [Beauty] प्रदान,"['र', 'ो', 'ी', 'u', ' ', ']', 'r', 'प', 'द', 'य', 'ट', 'ल', 'ं', 'B', 'क', 'न', 'ु', 'ै', 'N', 'ए', 'ज', 'त', 'ा', 'म', 'ह', 't', 'y', '्', 'ब', 'e', 'l', 'श', 'स', 'च', 'औ', 'a', 'ू', '[']"
