Filename,Transcription,character_list
5348024557503463_f1330_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,चालू,"['ा', 'ू', 'ल', 'च']"
5348024557503534_f354_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,तो इसलिए हम मां हम जो सामान्य रूप से अकेमिकल वाला लिक्विड इस्तेमाल करते हैं उसे होने वाला मालिन्य गोबर से नहीं होता ये भी कहा जाता है अकि गोबर में,"['प', 'इ', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'व', 'ै', 'े', 'स', 'ल', 'अ', 'ए', 'ी', 'ो', 'क', 'ड', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503750_f1167_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,बिल्ली,"['ल', 'ि', '्', 'ब', 'ी']"
5348024557503720_f605_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,ऑटोज आजकल तो ईरिकशाज भी आगे है जिनका किराया भी इतना ज्यादा नही है और सबको अफोर्ड कर सकते हैं पर जो ऑटोज यहां के ऑटोज हैं,"['द', 'आ', 'प', 'इ', 'भ', 'र', 'ब', ' ', 'ग', 'न', 'ज', 'ह', 'ि', '्', 'ै', 'े', 'ऑ', 'स', 'ल', 'अ', 'ट', 'ई', 'ी', 'औ', 'ो', 'क', 'ड', 'फ', 'ं', 'य', 'ा', 'श', 'त']"
5348024557503403_f1308_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,छोड़ो,"['ो', '़', 'छ', 'ड']"
5348024557503677_f1140_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मैं हलवाक्राफ्ट बदाम हलवा हटाना चाहता हूँ क्या आप इसे मेरी खरीदारी सूची से निकाल सकते हैं,"['द', 'आ', 'प', 'इ', 'ँ', 'र', 'ब', ' ', 'न', 'ह', 'ि', 'ा', 'व', '्', 'ै', 'ू', 'े', 'स', 'ल', 'ख', 'ी', 'क', 'फ', 'ं', 'य', 'च', 'ट', 'त', 'म']"
5348024557503415_f29_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,न्यूयॉर्क,"['क', 'न', 'य', '्', 'ू', 'ॉ', 'र']"
5348024557503368_f568_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,लेकिन अ बहुत सारी शॉप है वहा पे ठांजूर पेंटिंग और केयरला म्यूरल पेंटिंग के कुछ डिजाइन्स के लिए कॉपी राइट का तो कुछ बन रहा है लेकिन मुझे उतना न्यान नहीं है उसने,"['प', 'इ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'छ', 'ह', 'ि', 'व', 'ू', 'ै', '्', 'े', 'ठ', 'स', 'ल', 'अ', 'ट', 'ॉ', 'झ', 'ए', 'ी', 'औ', 'क', 'ो', 'ड', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503484_f209_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,न्यूट्रिस खाना पौष्टिक आहार जो है वो खाने के लिए नहीं मिलता था तो कई सारी ऐसी चीजें होती हैं,"['प', 'आ', 'थ', 'र', ' ', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'व', 'े', 'स', 'ल', 'ख', 'ट', 'ए', 'ई', 'ी', 'ौ', 'क', 'ष', 'ो', 'ं', 'ऐ', 'य', 'च', 'ा', 'त', 'म']"
5348024557503697_f14_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मैंने पिछले महीने आपसे जींस ली थी और उस जींस की फिटिंग कलर सब इतना अच्छा था और मैंने वो जीन्स कम से कम दस बारी अभी तक पहनली होगी और उसे जितनी बारी भी धोया न उसका कोई मटीरियल खराब हुआ न उसका रंग उड़ा,"['द', 'प', 'आ', 'इ', 'भ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'छ', 'न', 'ज', 'ु', 'ह', 'ि', 'ा', '्', 'व', 'ै', 'े', 'स', 'ल', 'ख', 'अ', 'ई', 'ी', 'औ', 'क', 'ो', 'ड', 'फ', '़', 'ं', 'ध', 'य', 'च', 'ट', 'त', 'म']"
5348024557503543_f579_chunk_8_subchunk_1_QC1_4_silence_insertion.wav,आये तो हुआ,"['ो', ' ', 'त', 'आ', 'ु', 'य', 'ह', 'े']"
5348024557503594_f361_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,जगाव के दूसरे दृष्टिकों के मलब हालात जाने को मिला इसलिए अभी केलिए मेरे पास इंट्रेस्टिंग न्यूज और इवेंट वई है हमलोगों का वेस्ट बेंगॉल का ग्रामपंचायत इलेक्शन,"['द', 'प', 'इ', 'भ', 'र', 'ब', ' ', 'ग', 'न', 'ज', 'ह', 'ि', 'ा', 'व', 'ू', '्', 'ै', 'े', 'स', 'ल', 'अ', 'ॉ', 'ए', 'ई', 'ी', 'औ', 'क', 'ष', 'ो', 'ं', 'य', 'च', 'ट', 'ृ', 'श', 'त', 'म']"
5348024557503612_f1700_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,जिस ्थान पर उद्धान स्थित है वह एक समय पर हैदराबाद के शासकों निजाम के लिए एक निजी शिकार का मैदान था,"['द', 'प', 'थ', 'र', 'ब', 'उ', ' ', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ए', 'ी', 'क', 'ो', 'ं', 'ध', 'य', 'ा', 'श', 'त', 'म']"
5348024557503549_f580_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,अतिथि को किसी गेस्ट को खाना नहीं खिलाती तब तब वो खाती नहीं थी ै जब तक अतिथि का दो औरएक काऊ को ए गाय को खाना खिलाव उसके बाती वो खाना खाती थी आजकल हम ये परंपरा भी बहुत कम ही देख रहे हैं खासकरके शहरों में,"['द', 'आ', 'प', 'भ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ख', 'अ', 'ट', 'ए', 'ी', 'औ', 'ऊ', 'क', 'ो', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503242_f390_chunk_6_subchunk_1_QC1_3_sample_rate_reduction.wav,लेकिन मुझे आप,"['क', ' ', 'ल', 'आ', 'ु', 'न', 'प', 'ि', 'झ', 'े', 'म']"
5348024557503625_f862_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,क्या आप यूएन नम्बर वाले मेरे पीपीएस खाते के सभी ईपीएफओ ावे ढूँढ सकते हैं,"['आ', 'प', 'भ', 'ँ', 'र', 'ब', ' ', 'न', 'ह', '्', 'ू', 'व', 'ढ', 'ै', 'े', 'स', 'ल', 'ख', 'ओ', 'ए', 'ई', 'ी', 'क', 'फ', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503242_f390_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,अजगह पर ऐसी य है कि वो कॉमनमैन अफॉर्ड नहीं कर सकते उसके बारे में हॉस्पिटल्स ने जरूर सोचना चाहिए कि हां वो प्रोफेशनल है उनके पास एक्सपर्टाइज है लेकिन वो,"['प', 'इ', 'र', 'ब', 'उ', ' ', 'ग', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ै', 'ू', 'े', 'स', 'ल', 'अ', 'ट', 'ॉ', 'ए', 'ी', 'क', 'ो', 'ड', 'फ', 'ऐ', 'ं', 'य', 'च', 'ा', 'श', 'त', 'म']"
5348024557503755_f216_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,कुछ मैंने आगे का बात है मैंने फ्ेपकॉर्ट में एक झूते देखा था वो एयर कंपनी का जतथा वॉटकॉलर का ैने वो जो थे ऑरिजिनल तो नहीं था उसका प्राइज सिर्फ था फिर मैंने अपतने दिन बाद देखा था उसका प्राइज हो गया था,"['द', 'आ', 'प', 'इ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'छ', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'व', 'े', 'ऑ', 'स', 'ल', 'ख', 'अ', 'ट', 'ॉ', 'झ', 'ए', 'ी', 'क', 'ो', 'फ', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503635_f1206_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,दृश्य,"['द', 'य', '्', 'ृ', 'श']"
5348024557503755_f216_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,मैंने व फिर अमकबानी का मैंने मन किया और फिर मैंने मेरा छोटे भाई के लिए एमक बाया हूँ शायद वो गरहने भी और डेलीवर हो जाएगा,"['द', 'भ', 'ँ', 'र', 'ब', ' ', 'ग', 'छ', 'न', 'ज', 'ह', 'ि', 'व', 'ू', 'ै', 'े', 'ल', 'अ', 'ट', 'ए', 'ई', 'ी', 'औ', 'क', 'ो', 'ड', 'फ', 'ं', 'य', 'ा', 'श', 'म']"
5348024557503416_f607_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,पिछले दस सालों से,"['स', 'द', 'ो', ' ', 'ल', 'ं', 'प', 'छ', 'ि', 'ा', 'े']"
5348024557503367_f364_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,बहुत सारा ऐसा चाहिए हमारे लिए और मुझे तो यह लग रहा है बहुत सारे खलोन खरी के उसे ठ्वाई करने के बाद,"['द', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ह', 'ि', '्', 'व', 'ै', 'े', 'ठ', 'स', 'ल', 'ख', 'झ', 'ए', 'ई', 'ी', 'औ', 'ो', 'क', 'ऐ', 'य', 'च', 'ा', 'त', 'म']"
5348024557503409_f30_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,मई,"['ई', 'म']"
5348024557503604_f750_chunk_26_subchunk_1_QC1_5_upsampling_simulation.wav,ये सारे जोनेपाली लोग है इन लोगों का ट्रेडिशनल फूड बोलेंगे तो ये,"['प', 'इ', 'र', 'ब', ' ', 'ग', 'न', 'ज', 'ह', 'ि', 'ा', '्', 'ू', 'ै', 'े', 'स', 'ल', 'ी', 'ो', 'क', 'ड', 'फ', 'ं', 'य', 'ट', 'श', 'त']"
5348024557503661_f632_chunk_8_subchunk_1_QC1_5_upsampling_simulation.wav,अंग्रेजी मीडियम और बाँग्लामीडियम दोनों तरह के स्कूल से यहाँ पे है,"['द', 'प', 'ँ', 'र', 'ब', ' ', 'ग', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'ै', 'े', 'स', 'ल', 'अ', 'ी', 'औ', 'ो', 'क', 'ड', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503182_f366_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,जर्मनी,"['न', 'ज', '्', 'र', 'म', 'ी']"
5348024557503248_f383_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,या वहां से खरीदती हूँ जंदल ही रस्ते पे जो मिलते हैो पायरे किल बुक्स रहते हैं वो नहीं करक्यों हमारे यहां जो रद्दी वाले हैं,"['द', 'प', 'ँ', 'र', 'ब', ' ', 'ु', 'न', 'ज', 'ह', 'ि', 'व', 'ू', '्', 'ै', 'े', 'स', 'ल', 'ख', 'ी', 'ो', 'क', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503441_f1583_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,ीवी पर क्या है,"['क', ' ', 'प', 'य', 'ह', 'व', '्', 'ै', 'ा', 'र', 'ी']"
5348024557503195_f318_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,शान और,"[' ', 'न', 'ा', 'र', 'श', 'औ']"
5348024557503484_f209_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,लेकिन मुझे नहीं लता कि अभी ये सारी चीजें गांवों में हो सकती हैं लेकिन शहरों में लोग बिल्कुल इसे ऊपर उठ गए हैं तो इसको अभी नहीं मानते ै,"['प', 'इ', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ै', 'े', 'ठ', 'स', 'ल', 'अ', 'झ', 'ए', 'ी', 'ऊ', 'क', 'ो', 'ं', 'य', 'च', 'ा', 'श', 'त', 'म']"
5348024557503535_f352_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,लेकिन मुझे अव्यक्तिगत रूप से सर्दिया ज्यादा पसंद है,"['द', 'प', 'र', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ू', 'ै', 'े', 'स', 'ल', 'अ', 'झ', 'क', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503596_f133_chunk_10_subchunk_1_QC1_5_upsampling_simulation.wav,छूज करना नहीं पता और जगत आके अपना अपनी बातें रखने का वो,"['प', 'आ', 'र', 'ब', ' ', 'ग', 'छ', 'न', 'ज', 'ह', 'व', 'ू', 'े', 'ख', 'अ', 'ी', 'औ', 'क', 'ो', 'ं', 'ा', 'त']"
5348024557503640_f503_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,सॉल्यूशन देता है प्रॉब्लम सॉल्व करते हैं लेकिन ये तेल मेरे लिए,"['द', 'प', 'र', 'ब', ' ', 'न', 'ह', 'ि', '्', 'ू', 'ै', 'व', 'े', 'स', 'ल', 'ॉ', 'ए', 'क', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503365_f365_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,व्ाई नॉट सॉफ्टवेयर ्यूजिंग सॉफ्टवेयर शोकोरल रॉप यूज करके जो भी डिजाइन मैंने बनाया था वो बहुत आसान लगा था मुझे,"['प', 'आ', 'इ', 'भ', 'थ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'ा', '्', 'व', 'ू', 'ै', 'े', 'स', 'ल', 'ॉ', 'झ', 'ई', 'ी', 'ो', 'क', 'ड', 'फ', 'ं', 'य', 'ट', 'श', 'त', 'म']"
5348024557503319_f2157_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,उनसे कहे कि वे आपको एक सदस्यता प्रपत्र सैक्स करे उसे भरे और अपने बुगधान के साथसाथ अपने स्थान के निकटतम प्रधान कार्यालय को प्रपत्र डाँक से भेजें,"['द', 'आ', 'प', 'भ', 'थ', 'ँ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ै', 'े', 'स', 'ल', 'अ', 'ट', 'ए', 'औ', 'क', 'ो', 'ड', 'ं', 'ध', 'य', 'ा', 'त', 'म']"
5348024557503295_f746_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,काम रूप,"['क', ' ', 'प', 'ू', 'ा', 'र', 'म']"
5348024557503304_f691_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,बचपन में गुजारे गयए कुछ क्षण ऐसे होते हैं जो आज भी हमें रोमांचित करते हैं कुछ घटनाएँ ऐसी होती हैं जो हमें अक्सर गुदगुद ाती हैं और कुछ ऐसी बातें भी होती हैं जिनका स्मरण होते ही हम फिर से बचपन में चले जाते हैं मुझे आज भी याद हैं,"['द', 'प', 'आ', 'भ', 'ँ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ज', 'छ', 'ह', 'ि', '्', 'ै', 'े', 'स', 'घ', 'ल', 'अ', 'ण', 'ट', 'झ', 'ए', 'ी', 'औ', 'क', 'ष', 'ो', 'फ', 'ं', 'ऐ', 'य', 'च', 'ा', 'त', 'म']"
5348024557503306_f721_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,उस किताब को पढ़ने के बाद,"['उ', 'स', 'े', 'क', 'ो', ' ', '़', 'द', 'प', 'न', 'ि', 'ब', 'ढ', 'ा', 'त']"
5348024557503716_f15_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,और एक होती थी टिपटिपी टॉप करके एक गेम होती थी उसमें क्या होता था हमलोग बोलते थे टि्पटिपीटॉप आपको कौंसा कलर चाहिए जिसकी वो चल रही होगी बारी मोरज्ासे उसने बोलदिया ब्लैक,"['द', 'प', 'आ', 'थ', 'र', 'ब', 'उ', ' ', 'ग', 'न', 'ज', 'ह', 'ि', 'ा', '्', 'व', 'ै', 'े', 'स', 'ल', 'ॉ', 'ए', 'ी', 'औ', 'ौ', 'क', 'ो', 'ं', 'य', 'च', 'ट', 'त', 'म']"
5348024557503313_f744_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,और उसका किराया भी उसी हिसाब का होता है एक छोटे से घर का किराया तीन से पांच हजार रुपये महीने में आ जाता है,"['प', 'आ', 'भ', 'र', 'ब', 'उ', ' ', 'छ', 'न', 'ज', 'ु', 'ह', 'ि', 'ा', 'ै', 'े', 'स', 'घ', 'ए', 'ी', 'औ', 'क', 'ो', 'ं', 'य', 'च', 'ट', 'त', 'म']"
5348024557503536_f353_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,हाल ही में मैंने अकनाडा के एक लेख के बारे में पढ़ा था आज तक के विज्ञान के विभाग में जो मुझे काफी इंट्रेस्टिंग लगा अ ये,"['प', 'आ', 'इ', 'भ', 'ञ', 'थ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'ढ', 'व', 'ै', '्', 'े', 'स', 'ल', 'ख', 'अ', 'ट', 'झ', 'ए', 'ी', 'क', 'ो', 'ड', '़', 'फ', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503673_f1253_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,व्यक्तिगत अंकीय सहायक,"['स', 'क', ' ', 'ग', 'ं', 'अ', 'य', 'ह', 'ि', '्', 'व', 'ा', 'त', 'ी']"
5348024557503292_f175_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मेरे द्वारा खरीदी गई किताब काफी लम्बी है बहुत सारी जगहों पर इस पर अनावश्यक बातों को,"['द', 'प', 'इ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ख', 'अ', 'ई', 'ी', 'क', 'ो', 'फ', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503604_f750_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,आ मैं अगर खाने की क्डिशन फूड,"['आ', 'र', ' ', 'ग', 'न', 'ि', '्', 'ू', 'ै', 'े', 'ख', 'अ', 'ी', 'क', 'ड', 'फ', 'ं', 'ा', 'श', 'म']"
5348024557503165_f1841_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,खर,"['र', 'ख']"
5348024557503182_f366_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,कनड़ा,"['क', '़', 'ड', 'न', 'ा']"
5348024557503487_f35_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,सेवाएं करती हैं,"['स', 'क', ' ', 'ं', 'त', 'ह', 'व', 'ै', 'ा', 'र', 'े', 'ी', 'ए']"
5348024557503306_f721_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,कुछ समय पहले मैंने एक नेपाली कवि की कविता पुस्तक पढ़ी थी जो प्रयोगवादी कविताओं से भरी हुई थी,"['द', 'प', 'भ', 'थ', 'र', ' ', 'ग', 'ु', 'छ', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ै', 'ढ', 'े', 'स', 'ल', 'ओ', 'ए', 'ई', 'ी', 'क', 'ो', '़', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503428_f206_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,उसकी बहुत सारे सेंटर ै और उसके अलावा भी बहुत सारे डिप्लोमा कोर्सेज हैं वो टेक्नोलॉजी में वो फैशन डिजाइनिंग में ो हॉस्पिटालिटी में हों,"['प', 'इ', 'भ', 'र', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'ा', 'व', '्', 'ै', 'े', 'स', 'ल', 'अ', 'ॉ', 'ी', 'औ', 'क', 'ो', 'ड', 'फ', 'ं', 'ट', 'श', 'त', 'म']"
5348024557503480_f210_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मुझे ये मेरे घर के आसपास बहुत सारे पौधे लगाए हैं मैंने तो मुझे बहुत अच्छा लगता है देखने के लिए कभी कबात,"['द', 'आ', 'प', 'भ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'छ', 'ह', 'ि', '्', 'ै', 'े', 'स', 'घ', 'ल', 'ख', 'अ', 'झ', 'ए', 'ी', 'ौ', 'क', 'ो', 'ं', 'ध', 'य', 'च', 'ा', 'त', 'म']"
5348024557503416_f607_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,पूरी स्वतंत्रता मिली में आराम से अपने घर से बाहर निकलके कई नई शहर में जाके अपनी पढ़ाई पूरी कर पाऊं उतना सुरक्षित मैंने मैंने खुद को पाया है दस साल बाहर बाहर रहने के बाद अपने अभ्यास के लिए,"['द', 'प', 'आ', 'भ', 'र', 'ब', 'उ', ' ', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'ू', 'व', 'ढ', 'ै', 'े', 'स', 'घ', 'ल', 'ख', 'अ', 'ए', 'ई', 'ी', 'ऊ', 'क', 'ष', 'ो', '़', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503716_f15_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,और एक चीज होती है स्टेपू,"['े', 'स', 'क', 'ो', ' ', 'त', 'प', 'ज', 'च', 'ह', '्', 'ू', 'ै', 'ट', 'र', 'ए', 'ी', 'औ']"
5348024557503178_f115_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,,[]
5348024557503192_f254_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,और,"['र', 'औ']"
5348024557503656_f273_chunk_13_subchunk_1_QC1_5_upsampling_simulation.wav,तो ॉलीवुड टविस्ट में भी ऐसे बहुत से जगह हैं ऐसे बहुत से सिचुवेशनस है ऐसे बहुत से आपोषण है उस नॉबल में,"['आ', 'प', 'भ', 'ब', 'उ', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ै', 'े', 'स', 'ल', 'ण', 'ॉ', 'ी', 'ो', 'ष', 'ड', 'ं', 'ऐ', 'च', 'ट', 'श', 'त', 'म']"
5348024557503149_f1004_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,वस्तु की व्याख्या करे,"['े', 'स', 'क', ' ', 'ख', 'ु', 'य', '्', 'व', 'ा', 'र', 'त', 'ी']"
5348024557503306_f721_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,मैंने अपने जीवन में ऐसी बहुत सी किताबें पढ़ी हैं,"['प', 'ब', ' ', 'ु', 'न', 'ज', 'ह', 'ि', 'व', 'ढ', 'ै', 'े', 'स', 'अ', 'ी', 'क', '़', 'ं', 'ऐ', 'ा', 'त', 'म']"
5348024557503255_f588_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,मआ और,"[' ', 'आ', 'र', 'म', 'औ']"
5348024557503292_f175_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,खींस्तान के लम्बा किया गया है इसे पढ़ने पर बहुत सी जगहों पर बोरियत महसूस होती है,"['प', 'इ', 'र', 'ब', ' ', 'ग', 'ु', 'न', 'ज', 'ह', 'ि', '्', 'ढ', 'ै', 'ू', 'े', 'स', 'ल', 'ख', 'ी', 'क', 'ो', '़', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503154_f2192_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,उत्पाद वापस करें सिंथॉल डियो पावडर,"['द', 'प', 'थ', 'र', 'उ', ' ', 'ि', '्', 'व', 'े', 'स', 'ल', 'ॉ', 'क', 'ो', 'ड', 'ं', 'य', 'ा', 'त']"
5348024557503328_f1547_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,कृपया भरबीखन ब्राँड का चौबीस मंत्रा पफ्डरायज न बेजे,"['प', 'भ', 'ँ', 'र', 'ब', ' ', 'न', 'ज', '्', 'े', 'स', 'ख', 'ी', 'ौ', 'क', 'ड', 'फ', 'ं', 'य', 'च', 'ा', 'ृ', 'त', 'म']"
5348024557503146_f1838_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,में शाह ने व्यावसायिक रूप से सफल जयहो में सलमान खान के साथ अभिनय किया,"['प', 'भ', 'थ', 'र', ' ', 'न', 'ज', 'ह', 'ि', 'व', '्', 'ू', 'े', 'स', 'ल', 'ख', 'अ', 'क', 'ो', 'फ', 'ं', 'य', 'ा', 'श', 'म']"
5348024557503656_f273_chunk_16_subchunk_1_QC1_5_upsampling_simulation.wav,हां रुलाया तो नहीं इन दोनों नॉवलों ने लेकिन मुझे जरूर इमोशनल बहुत कर दिया है,"['द', 'इ', 'र', 'ब', ' ', 'ु', 'न', 'ज', 'ह', 'ि', 'व', 'ू', 'ै', 'े', 'ल', 'ॉ', 'झ', 'ी', 'ो', 'क', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503549_f580_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,धार्मिक रूप से किया करते थे आजकल तो बहुत सारे बदलाव आ गए हैं अ एक बदलाव जो में अ मैं हर रोज महसूस करती हूं,"['द', 'प', 'आ', 'थ', 'र', 'ब', ' ', 'ग', 'ु', 'ज', 'ह', 'ि', '्', 'ू', 'व', 'ै', 'े', 'स', 'ल', 'अ', 'ए', 'ी', 'क', 'ो', 'ं', 'ध', 'य', 'ा', 'त', 'म']"
5348024557503535_f352_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,गर्मी लग रही है ऐसा भी नहीं होता सर्दियों में,"['द', 'भ', 'र', ' ', 'ग', 'न', 'ह', 'ि', '्', 'ै', 'े', 'स', 'ल', 'ी', 'ो', 'ऐ', 'ं', 'य', 'ा', 'त', 'म']"
5348024557503535_f352_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,सारे मौसम अमोसमों का अपना एक महत्व है जो की अधरती को और हमारे अ इको सिस्टम को अच्छे रखने के लिए अ बहुत ही महत्वपूर्ण होते हैं,"['प', 'इ', 'र', 'ब', ' ', 'छ', 'न', 'ज', 'ु', 'ह', 'ि', '्', 'व', 'ै', 'ू', 'े', 'स', 'ल', 'ख', 'अ', 'ण', 'ट', 'ए', 'ी', 'औ', 'ौ', 'ो', 'क', 'ं', 'ध', 'च', 'ा', 'त', 'म']"
5348024557503198_f319_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,यहाँ तो बहुत बड़ेबड़े थिेटर्स हैं और बहुत खूबसूरत पार्क भी है जहाँ अपनी दोस्तों और परिवार के साथ कितनी ड से जा सकते हैं,"['द', 'प', 'भ', 'थ', 'ँ', 'र', 'ब', ' ', 'ु', 'न', 'ज', 'ह', 'ि', 'ा', '्', 'ू', 'ै', 'व', 'े', 'स', 'ख', 'अ', 'ी', 'औ', 'ो', 'क', 'ड', '़', 'ं', 'य', 'ट', 'त']"
5348024557503300_f176_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,इसलिए देश में एक उन्नत परिवहन व्यवस्था की आवश्यकता होती है भारत में परिवहन और यातायात को,"['द', 'प', 'आ', 'इ', 'भ', 'थ', 'र', 'उ', ' ', 'न', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ए', 'ी', 'औ', 'क', 'ो', 'ं', 'य', 'ा', 'श', 'त', 'म']"
5348024557503496_f2213_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,सामान्य विशेषण प्रकृति में मिश्रत प्रकार के है और संख्या में लगभग बीस है,"['प', 'भ', 'र', 'ब', ' ', 'ग', 'न', 'ह', 'ि', '्', 'व', 'ै', 'े', 'स', 'ल', 'ख', 'ण', 'ी', 'औ', 'क', 'ष', 'ं', 'य', 'ा', 'ृ', 'श', 'त', 'म']"
