Filename,Indiconformer_Hypothesis,character_list
5348024557503596_f133_chunk_14_subchunk_1_QC1_5_upsampling_simulation.wav,मतलब मैं बातें करते हुए काम करुंगे तो वो बैद के सुनेंगे और ऐसा करके लोग सारा सारे काम भी कर लेते है और बातेंभी हो जाते है,"['े', 'म', 'ी', 'ए', 'ब', 'ं', 'ै', ' ', 'ह', 'स', 'ऐ', 'न', 'व', 'ु', 'ल', 'ज', 'ो', 'औ', 'क', 'भ', 'ा', 'द', 'र', 'त', 'ग']"
5348024557503248_f383_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,दे हैव कंवर्टेड डेमसेलविनटू बुक्सेलस उनके पास जो बुक्स रहती है वो अमीनपायरेटेड नहीं रहती ऑडिजनल रहती है और वो कम दामों में मिल जाती है पुणे में ऐसे बहुत सारे स्टोर्स हैं,"['े', 'ट', 'म', 'ी', 'य', 'ब', 'ं', 'ै', 'उ', ' ', 'ह', 'स', 'ऐ', '्', 'प', 'न', 'अ', 'व', 'ु', 'ल', 'ज', 'ो', 'ण', 'ऑ', 'औ', 'क', 'द', 'ा', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557502897_f251_chunk_10_subchunk_1_QC1_1_format_conversion.wav,इस परियोजना के माध्यम से मुंबई के लोगों को,"['े', 'म', 'य', 'इ', 'ब', 'ं', ' ', 'स', '्', 'प', 'न', 'ई', 'ु', 'ज', 'ल', 'ो', 'ध', 'क', 'ा', 'ि', 'र', 'ग']"
5348024557503357_f316_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,सालसाल जो उसका,"['क', 'उ', 'ा', 'स', ' ', 'ज', 'ल', 'ो']"
5348024557502906_f625_chunk_0_subchunk_1_QC1_1_format_conversion.wav,रायगढ़ जिले में पिछले कुछ वर्षों में कई महत्वपूर्ण विकास कार्य हुए हैं,"['े', 'म', '़', 'य', 'ए', 'ं', 'ै', 'ष', ' ', 'ह', 'स', '्', 'प', 'ढ', 'ई', 'व', 'ु', 'ज', 'ल', 'ो', 'ण', 'क', 'छ', 'ा', 'ि', 'ू', 'र', 'त', 'ग']"
5348024557503640_f503_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,बिल्कुल भी काम नहीं किया बिल्कुल भी कोई काम नहिवा मुझे मैंने ये तेल तीन महीने लगाए तीन महीने लेकिन मुझे कोई असर नहीं दिखा मुझे कोई रिजल्ट नहीं मिला,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'ै', 'ख', ' ', 'ह', 'स', '्', 'न', 'अ', 'ई', 'व', 'ु', 'झ', 'ल', 'ज', 'ो', 'क', 'भ', 'ा', 'द', 'ि', 'र', 'त', 'ग']"
5348024557503357_f316_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,चेन्नाई,"['े', 'ई', 'ा', 'च', '्', 'न']"
5348024557503266_f2090_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या आज मेरी सूची में कुछ है,"['े', 'म', 'ी', 'य', 'ं', 'ै', 'च', ' ', 'स', 'ह', '्', 'आ', 'ु', 'ज', 'क', 'छ', 'ा', 'ू', 'र']"
5348024557503524_f581_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,डेस्कआरड्रेस का जो इंफॉर्मेशन साइट पे दिए हुए है और जो सचिमए प्रोजेक्ट प्रोडक्ट मुझे मिला अबहुत बहुत ही ज्यादा,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'श', 'च', 'स', ' ', 'ह', 'फ', '्', 'ॉ', 'न', 'प', 'अ', 'आ', 'ु', 'झ', 'ज', 'ल', 'ो', 'औ', 'क', 'ा', 'द', 'ि', 'ड', 'र', 'त']"
5348024557502903_f495_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,जिसमें फार्मर्स होते हैं या फिर रिटेलरसर वोल्सरस होते हैं और जो जो ग्राहक है वो आमने सामने आकर ो मालिक है या जो व्यापारी है उनसे पसंदीदा चीजें खरीदते हैं,"['े', 'ट', 'म', 'ी', 'य', 'ं', 'ै', 'उ', 'च', 'ख', 'स', ' ', 'ह', 'फ', '्', 'प', 'न', 'आ', 'व', 'ल', 'ज', 'ो', 'औ', 'क', 'ा', 'द', 'ि', 'र', 'त', 'ग']"
5348024557503514_f1040_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,आगे,"['ग', 'े', 'आ']"
5348024557503535_f352_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,ग्रता ह भी लेकया त बहुत ज्यादा तापमान हो गया बहुत,"['े', 'म', 'ी', 'य', 'ब', ' ', 'ह', '्', 'प', 'न', 'ु', 'ल', 'ज', 'ो', 'क', 'भ', 'ा', 'द', 'र', 'त', 'ग']"
5348024557502910_f242_chunk_5_subchunk_1_QC1_1_format_conversion.wav,में से एक एक है जो मैंने एक यात्रा के दौरान प्राप्त किए थे,"['े', 'म', 'य', 'ए', 'ं', 'ै', 'स', ' ', 'ह', '्', 'प', 'न', 'थ', 'ज', 'ौ', 'ो', 'क', 'ा', 'द', 'ि', 'र', 'त']"
5348024557503367_f364_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,लेकिन आज उनकरास तो कु महंगा लगराए मेरे लिए क्योंकि वो कॉलरिंग फेफर्स खलर को सब खरीदने के लिए,"['े', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'उ', 'ख', ' ', 'स', 'ह', 'फ', '्', 'ॉ', 'न', 'आ', 'व', 'ु', 'ल', 'ज', 'ो', 'क', 'ा', 'द', 'ि', 'र', 'त', 'ग']"
5348024557503416_f607_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,जो अवसर मुझे मिले हैं वो अगर हम कंपैर करें तो मेरी दादी या मेरी मोम्मी या मेरे मासी के पास नहीं थे मुझे अपनी शिक्षण के लिए,"['े', 'म', 'ी', 'य', 'ए', 'ं', 'ै', 'श', 'ष', ' ', 'स', 'ह', '्', 'प', 'न', 'अ', 'थ', 'व', 'ु', 'झ', 'ज', 'ल', 'ो', 'ण', 'क', 'द', 'ा', 'ि', 'र', 'त', 'ग']"
5348024557502908_f494_chunk_9_subchunk_1_QC1_1_format_conversion.wav,इस मंदिर में भगवान गणेश की पूजा और आराधना की जाती है इसे धार्मिकता आस्था और वास्तुकला,"['े', 'म', 'ी', 'त', 'इ', 'ं', 'ै', 'श', ' ', 'स', 'ह', '्', 'प', 'न', 'आ', 'थ', 'व', 'ु', 'ज', 'ल', 'ध', 'औ', 'क', 'भ', 'द', 'ा', 'ि', 'ू', 'र', 'ण', 'ग']"
5348024557502896_f496_chunk_8_subchunk_1_QC1_1_format_conversion.wav,सुबह खालीपेट पीने से ब्लड सुगर के स्पर को नियंत्रित रखने में मद मिलती है,"['े', 'ट', 'म', 'ी', 'य', 'ब', 'ं', 'ै', 'ख', 'स', 'ह', ' ', '्', 'प', 'न', 'ु', 'ल', 'ो', 'क', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557502816_f1182_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मुझे अपने फुनंबर नाइनफाफजीर वनफ सेवनफाइफ टू नाइन फोर के लिए कभी एक वैक्सीन परमानपत डाउनलोड करना है,"['े', 'ट', 'म', 'ी', 'ए', 'इ', 'ब', 'ं', 'ै', 'उ', ' ', 'स', 'ह', 'फ', '्', 'प', 'न', 'अ', 'व', 'ु', 'झ', 'ज', 'ल', 'ो', 'क', 'भ', 'ा', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557502897_f251_chunk_12_subchunk_1_QC1_1_format_conversion.mp3,भी पैदा हो सकते हैं यह समय यह समाचार मेरे लिए काफी रोचक है क्योंकि इसे प्रदेश के विकास,"['े', 'म', 'ी', 'य', 'ए', 'इ', 'ं', 'ै', 'श', 'च', ' ', 'ह', 'स', 'फ', '्', 'प', 'व', 'ल', 'ो', 'क', 'भ', 'द', 'ा', 'ि', 'र', 'त']"
5348024557503596_f133_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,जब मैं घर जाती हूँ मैं घर पर होती हूँ,"['म', 'र', 'ी', 'ा', 'ँ', 'ू', ' ', 'घ', 'ह', 'ो', 'त', 'ज', 'प', 'ब', 'ं', 'ै']"
5348024557503720_f605_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,मैटरो हमारी लोकल चलती है जैसे एक एरिया से दूसरे एरिया जाना,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'ै', 'च', ' ', 'ह', 'स', 'न', 'ज', 'ल', 'ो', 'क', 'ा', 'द', 'ि', 'ू', 'र', 'त']"
5348024557503543_f579_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,वहां पर शिक्षकों की ही कमी है र कई स्कूलों में तो शिक्षक है विद्यार्थी नहीं आ रह है सरकारी स्कूलों में क्योंकि वो सब प्राइवेट एजुकेशन चा रहे हैं और अबड़ेबड़े स्कूल्स में जा रहे हैं,"['े', 'ट', 'म', 'ी', '़', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'श', 'ष', 'च', ' ', 'ह', 'स', '्', 'प', 'न', 'अ', 'ई', 'आ', 'थ', 'व', 'ु', 'ल', 'ज', 'ो', 'औ', 'क', 'ा', 'द', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557502903_f495_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,साप्ताहिक साप्ताहिक शैल के नजरिे से देखा जाता है इसमें काफी अलग अलग प्रकार के व्यापारी सहभागी होते है जिसमें,"['े', 'म', 'ी', 'य', 'इ', 'ं', 'ै', 'श', 'ख', 'स', 'ह', ' ', 'फ', '्', 'प', 'न', 'अ', 'व', 'ज', 'ल', 'ो', 'क', 'भ', 'ा', 'द', 'ि', 'र', 'त', 'ग']"
5348024557503594_f361_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,वो खड़े होगए बोट के कैंडिडेट के लिए तो मेरे लिए अब इंट्रेस्टिंग न्यूज वई है क्योंकि जब दोस्त लोग खड़े होते ऐसे कैंडिडेट बहुत अच्छा भी लगता है और जैसे कि आपथोड़िए,"['े', 'ट', 'म', 'ी', '़', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'च', 'ख', ' ', 'ह', 'स', 'ऐ', '्', 'प', 'न', 'अ', 'ई', 'आ', 'थ', 'व', 'ु', 'ल', 'ज', 'ो', 'औ', 'क', 'छ', 'भ', 'द', 'ा', 'ि', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557502765_f2240_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,बिल्दी,"['ी', 'द', 'ि', 'ल', '्', 'ब']"
5348024557503664_f502_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,किन मैंने खुद कभी,"['े', 'क', 'म', 'भ', 'ी', 'ं', 'द', 'ि', 'ख', ' ', 'ु', 'न', 'ै']"
5348024557503272_f1047_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या मेप्रूफ बार्ली वाटर ऑर्गेनिका ऑर्गेनिक अद्रेकिटी और आरेऑर्गेनिक जैगरी पाउडर वाले मेरे ऑर्डर के लिए भुगतान की पुष्टि हो गई है,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'ब', 'ै', 'ष', 'उ', ' ', 'ह', 'फ', '्', 'प', 'न', 'अ', 'ई', 'आ', 'व', 'ु', 'ल', 'ज', 'ो', 'ऑ', 'औ', 'क', 'भ', 'ा', 'द', 'ि', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557502847_f615_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,सइस खेल में हमने देखने और खेलने दोनों असा लगता है,"['े', 'म', 'इ', 'ं', 'ै', 'ख', 'स', ' ', 'ह', 'न', 'अ', 'ल', 'ो', 'औ', 'द', 'ा', 'र', 'त', 'ग']"
5348024557502922_f792_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मेरी वस्तुओं की सूची से दादीश आटा गोंद लड्डू हटाए,"['े', 'ट', 'म', 'ी', 'ओ', 'ए', 'ं', 'श', 'च', ' ', 'स', 'ह', '्', 'आ', 'व', 'ु', 'ल', 'ो', 'क', 'द', 'ा', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557503365_f365_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,जब मैं बंडाला पेंटिंग सीख रही थी उस समय मुझे यह लगा कि,"['े', 'ट', 'म', 'ी', 'य', 'ब', 'ं', 'ै', 'उ', 'ख', ' ', 'स', 'ह', 'प', 'थ', 'ु', 'झ', 'ज', 'ल', 'क', 'ा', 'ि', 'ड', 'र', 'ग']"
5348024557502773_f399_chunk_4_subchunk_1_QC1_1_format_conversion.mp3,चंद्रपुर,"['द', 'च', 'ु', 'र', '्', 'प', 'ं']"
5348024557502906_f625_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,जिनसे स्थानिक निनिवासियों को आराम और उपयोगिता मिली है,"['े', 'म', 'ी', 'य', 'ं', 'ै', 'उ', 'स', ' ', 'ह', '्', 'प', 'न', 'आ', 'थ', 'व', 'ज', 'ल', 'ो', 'औ', 'क', 'ा', 'ि', 'र', 'त', 'ग']"
5348024557503407_f483_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,वाटरबॉटल पर टिंकरबेल का फोटो है जिसकी वजह से मेरी बिटियां उसे उपयोग में लेने के समय खुश रहती हैं,"['े', 'ट', 'म', 'ी', 'य', 'ब', 'ं', 'ै', 'श', 'उ', 'ख', ' ', 'ह', 'स', 'फ', 'ॉ', 'प', 'न', 'व', 'ु', 'ज', 'ल', 'ो', 'क', 'ा', 'ि', 'र', 'त', 'ग']"
5348024557502897_f251_chunk_9_subchunk_1_QC1_1_format_conversion.wav,और यह स्थानीय लोगों के लिए एक नई नए पर्यटन और मनोरंजन स्थल के रूप में विकसित किया जा सकता है,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'ं', 'ै', ' ', 'ह', 'स', '्', 'प', 'न', 'ई', 'थ', 'व', 'ल', 'ज', 'ो', 'औ', 'क', 'ा', 'ि', 'ू', 'र', 'त', 'ग']"
5348024557503604_f750_chunk_13_subchunk_1_QC1_5_upsampling_simulation.wav,अ लोग क्या करते हैं पता नहीं लेकिन हम लोग मकर संक्रांति में क्या करते हैं हम लोग क्यूपर रु्सा आरेहैं कु बएडिबल हैं वो हम जमा करके खाते हैं,"['े', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'ै', 'ख', ' ', 'ह', 'स', '्', 'प', 'न', 'अ', 'आ', 'व', 'ु', 'ल', 'ज', 'ो', 'क', 'ा', 'ि', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557502896_f496_chunk_6_subchunk_1_QC1_1_format_conversion.wav,इन्हें पीसकर पानी में भिगोकर रोजाना खालीपेट खाने से ब्लड सुगर और डायबिटिज के लक्षणों को कम करने में,"['े', 'ट', 'म', 'ी', 'य', 'इ', 'ब', 'ं', 'ष', 'ख', ' ', 'ह', 'स', '्', 'प', 'न', 'ु', 'ज', 'ल', 'ो', 'औ', 'क', 'भ', 'ा', 'ि', 'ड', 'र', 'ण', 'ग']"
5348024557502798_f1181_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,एलेवन हंडे नाइंटीन के दशक के अंतर में गुड़िदास कमांडर कुटुक औलदीन आइबक ने इसे दिल्ली में शरीत लिया इस प्रकार से एक गुलाम का गुलाम बना दिया,"['े', 'ट', 'म', 'ी', '़', 'य', 'ए', 'इ', 'ब', 'ं', 'श', ' ', 'ह', 'स', '्', 'प', 'न', 'अ', 'आ', 'व', 'ु', 'ल', 'औ', 'क', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557503248_f383_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,जनरल ही आई माई न्यू बुक्स आ एमेजॉन पे लेती हूँ यहा आई वोड टू द बुक स्टोर्स वहाँ पे खरीदती हूँ लेकिन कभीकभी सेकेंड हैंडबुक्स या पुराने बुक्स लेने हैं तो म वऐसे कोई वेंडर्स हैं,"['े', 'ट', 'म', 'ी', 'य', 'ए', 'ब', 'ं', 'ै', 'ँ', 'ख', ' ', 'ह', 'स', 'ऐ', '्', 'ॉ', 'न', 'प', 'ई', 'आ', 'व', 'ु', 'ल', 'ज', 'ो', 'क', 'भ', 'ा', 'द', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557503604_f750_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,जितना कैलंपों के बारे में बताए उतना दार्जिनीन दिस्य के बारे में नहीं पता है इसलिए,"['े', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'उ', ' ', 'स', 'ह', '्', 'प', 'न', 'ज', 'ल', 'ो', 'क', 'ा', 'द', 'ि', 'र', 'त']"
5348024557503740_f1691_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,क्या मेरे पास दो सी रुपये से अधिक मेरे गूगल पे खाता में हे,"['े', 'म', 'ी', 'य', 'ं', 'ख', ' ', 'स', 'ह', '्', 'प', 'अ', 'ु', 'ल', 'ो', 'ध', 'क', 'ा', 'द', 'ि', 'ू', 'र', 'त', 'ग']"
5348024557502896_f496_chunk_4_subchunk_1_QC1_1_format_conversion.mp3,ब्लड सुगर के स्तर पो नियंत्रित करने में काफी मद मिलती है,"['े', 'म', 'ी', 'य', 'ब', 'ं', 'ै', ' ', 'स', 'ह', 'फ', '्', 'प', 'न', 'ु', 'ल', 'ो', 'क', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557502897_f251_chunk_8_subchunk_1_QC1_1_format_conversion.mp3,यह पहली बार है जब मुंबई के नीचे ऐसी सड़कतार बनाई गई है,"['े', 'म', 'ी', '़', 'य', 'ब', 'ं', 'ै', 'च', ' ', 'ह', 'स', 'ऐ', 'प', 'न', 'ई', 'ु', 'ल', 'ज', 'क', 'ा', 'ड', 'र', 'त', 'ग']"
5348024557502778_f403_chunk_8_subchunk_1_QC1_1_format_conversion.wav,भलेही वो थोड़ा अ महंगा क्यों न हो पर उसप उसकी जो ऑथेंटीसिटी है जो उस जितना ज्यादा,"['े', 'ट', 'म', 'ी', '़', 'य', 'ं', 'ै', 'उ', ' ', 'ह', 'स', '्', 'प', 'न', 'अ', 'थ', 'व', 'ल', 'ज', 'ो', 'ऑ', 'क', 'भ', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557503178_f115_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,ौचास,"['ा', 'ौ', 'च', 'स']"
5348024557502906_f625_chunk_5_subchunk_1_QC1_1_format_conversion.mp3,काफी कुछ सुधार किये गए हैं नयए स्कूल कॉलेजेज और अस्पतालों के निर्माण,"['े', 'म', 'ी', 'य', 'ए', 'ं', 'ै', ' ', 'स', 'ह', 'फ', '्', 'ॉ', 'न', 'प', 'अ', 'ु', 'ल', 'ज', 'ो', 'ध', 'ण', 'औ', 'क', 'छ', 'ा', 'ि', 'ू', 'र', 'त', 'ग']"
5348024557502907_f252_chunk_7_subchunk_1_QC1_1_format_conversion.mp3,जो नौकरी के लिए तकनीकी कौशल और व्यावसायिक,"['े', 'ी', 'य', 'ए', 'श', ' ', 'स', '्', 'न', 'व', 'ल', 'ज', 'ौ', 'ो', 'औ', 'क', 'ा', 'ि', 'र', 'त']"
5348024557502812_f1660_chunk_0_subchunk_1_QC1_1_format_conversion.wav,क्या आप यो देखने के लिए आईआरटीसी लेनदेन के ज्रास कर सकते हैं कि नाइनहंड्रेड रुपे का रिफॉन पिछले वर्ष प्रोसेस किया गया है ्या नहीं,"['े', 'ट', 'ी', 'य', 'ए', 'इ', 'ं', 'ै', 'ष', 'ख', ' ', 'स', 'ह', 'फ', '्', 'प', 'न', 'ॉ', 'ई', 'आ', 'व', 'ु', 'ल', 'ज', 'ो', 'क', 'छ', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557502906_f625_chunk_10_subchunk_1_QC1_1_format_conversion.mp3,हुआ होगा हालांकि यह परिणाम आधारभूत तौर पर ऐतिहासिक प्रभावों के,"['े', 'म', 'य', 'त', 'ं', ' ', 'ह', 'स', 'ऐ', '्', 'प', 'आ', 'व', 'ु', 'ल', 'ौ', 'ो', 'ध', 'क', 'भ', 'ा', 'ि', 'ू', 'र', 'ण', 'ग']"
5348024557503654_f270_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,चैनल्स यूट्यूब चैनल् फॉलो करती हूं क्योंकि उनमें मुझे ज्यादा इंट्रेस्ट है,"['े', 'ट', 'म', 'ी', 'य', 'इ', 'ब', 'ं', 'ै', 'उ', 'च', 'स', ' ', 'ह', 'फ', '्', 'ॉ', 'न', 'ु', 'झ', 'ल', 'ज', 'ो', 'क', 'ा', 'द', 'ि', 'ू', 'र', 'त']"
5348024557502826_f1417_chunk_0_subchunk_1_QC1_1_format_conversion.wav,सीखो,"['स', 'ख', 'ो', 'ी']"
5348024557503415_f29_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,लंदन बॉस्टन,"['ट', 'द', 'ं', ' ', 'स', 'ल', 'ॉ', '्', 'ब', 'न']"
5348024557503535_f352_chunk_17_subchunk_1_QC1_4_silence_insertion.wav,लाभ देता है,"['े', 'भ', 'ा', 'द', ' ', 'ह', 'ल', 'त', 'ै']"
5348024557503278_f2129_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या मुझे कोविशील्ड टीका पीनको नाइनसिक्स थ्री टूथ्री सेवन के पास मिल सकता है,"['े', 'ट', 'म', 'ी', 'य', 'इ', 'ै', 'श', ' ', 'स', 'ह', '्', 'प', 'न', 'थ', 'व', 'ु', 'झ', 'ल', 'ो', 'क', 'ा', 'ि', 'ू', 'ड', 'र', 'त']"
5348024557503660_f269_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,अंग्रेजों के विरूद्ध लड़ाई की और फिर शहीद हो गई उनकी तरह,"['े', 'ी', '़', 'ं', 'श', 'उ', ' ', 'ह', 'फ', '्', 'न', 'अ', 'ई', 'व', 'ल', 'ज', 'ो', 'ध', 'औ', 'क', 'द', 'ा', 'ि', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557503368_f568_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,और कुछ उनका अगर अलग डिजाइंस है उसके लिए थोड़ा लाइसेंस बगेरा तो उसने लेके रखा है आ लेकिन उसके बारे में ज्यादा इंफर्मेशं मेरे पास लनहीं है अभी तो सीखना पड़ेगा उसके बारे में बहुत कुछ,"['े', 'म', 'ी', '़', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'श', 'उ', 'ख', ' ', 'स', 'ह', 'फ', '्', 'प', 'न', 'अ', 'आ', 'थ', 'ु', 'ज', 'ल', 'ो', 'औ', 'क', 'छ', 'भ', 'ा', 'द', 'ि', 'ड', 'र', 'त', 'ग']"
5348024557503295_f746_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,गरी होई ईस्ट खासी हिल्स,"['ट', 'ई', 'ल', 'ी', 'ा', 'ि', 'ख', ' ', 'ह', 'स', 'र', '्', 'ो', 'ग']"
5348024557503543_f579_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,हमारे गांव में औरअबड़ेबड़े शहरों के बड़ेबड़े अस्कूल में जो,"['े', 'म', '़', 'ब', 'ं', 'श', ' ', 'ह', 'स', '्', 'अ', 'व', 'ल', 'ज', 'ो', 'औ', 'क', 'ा', 'ू', 'ड', 'र', 'ग']"
5348024557503694_f1260_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,रुको,"['ु', 'क', 'ो', 'र']"
5348024557503604_f750_chunk_29_subchunk_1_QC1_5_upsampling_simulation.wav,सैनिज को उसका शुभ बनाके और अचार बनाके दिखाते हैं और ये किनेमा जोबोलरियों में वो पर्मेंटे स्वोयाबिन है,"['े', 'ट', 'म', 'य', 'ब', 'ं', 'ै', 'श', 'उ', 'च', 'ख', 'स', ' ', 'ह', '्', 'प', 'न', 'अ', 'व', 'ु', 'ज', 'ल', 'ो', 'औ', 'क', 'भ', 'ा', 'द', 'ि', 'र', 'त']"
5348024557503306_f721_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,हिं्दी व अंग्रेजी से ज्यादा मैं नेपाली भाषा की किताबें पड़ता हूं,"['े', 'म', 'ी', '़', 'य', 'ब', 'ं', 'ै', 'ष', ' ', 'ह', 'स', '्', 'प', 'न', 'अ', 'व', 'ज', 'ल', 'क', 'भ', 'द', 'ा', 'ि', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557503597_f132_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,हाँ मेरी माँग को गार्निंग बहुत अच्छा लगता है वो बहुत सारे पौधें लगाती हैं जो फूल लेती है और जो आजकल तो सब लोग अवो लगाते हैं सक्लेंस तो वो सकलेंस भी लगाती है इंडोर प्लांस लगाती है और पौधों को बहुत ज्यादा प्यार करती है और,"['े', 'म', 'ी', 'य', 'इ', 'ब', 'ं', 'ै', 'ँ', 'च', ' ', 'ह', 'स', 'फ', '्', 'प', 'न', 'अ', 'आ', 'व', 'ु', 'ल', 'ज', 'ौ', 'ो', 'ध', 'औ', 'क', 'छ', 'भ', 'ा', 'द', 'ि', 'ू', 'ड', 'र', 'त', 'ग']"
5348024557503484_f209_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,उसपे नहीं सोना चाहिए कि नीचे फ्लोर में सोना चाहिए सुबह उठने के बाद वो फ्लोर से सारा बिस्तर उठाके वहां पे जो गाए का,"['े', 'म', 'ी', 'ए', 'ब', 'ं', 'उ', 'च', 'स', ' ', 'ह', 'फ', '्', 'प', 'न', 'ठ', 'व', 'ु', 'ल', 'ज', 'ो', 'क', 'ा', 'द', 'ि', 'र', 'त', 'ग']"
5348024557503720_f605_chunk_8_subchunk_1_QC1_5_upsampling_simulation.wav,ब्लैकऑटोज करके यहां पे ऑटोज आते हैं वो पेट्रोल पे चलते उनका किराया काफी ज्यादा हैं और जो सब लोग अफोर्ट नहीं कर पाते ं,"['े', 'ट', 'ी', 'य', 'ब', 'ं', 'ै', 'उ', 'च', ' ', 'ह', 'स', 'फ', '्', 'प', 'न', 'अ', 'आ', 'व', 'ल', 'ज', 'ो', 'ऑ', 'औ', 'क', 'ा', 'द', 'ि', 'र', 'त', 'ग']"
5348024557502784_f400_chunk_4_subchunk_1_QC1_1_format_conversion.wav,विचारों को या फिर अपने इमोशनस को बहु एक अच्छे तरीके से समझने का एक माध्यम हो सकता है,"['े', 'म', 'ी', 'य', 'ए', 'इ', 'ब', 'ं', 'ै', 'श', 'च', ' ', 'स', 'ह', 'फ', '्', 'प', 'न', 'अ', 'व', 'ु', 'झ', 'ो', 'ध', 'क', 'छ', 'ा', 'ि', 'र', 'त']"
5348024557503368_f568_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,तरह अ उतना बढ़ा आर्टिस्ट नहीं हो अभी मैं तो उसका बहुत सारा इंफर्मेशन मेरे पास नहीं है,"['े', 'ट', 'म', 'ी', '़', 'इ', 'ब', 'ं', 'ै', 'श', 'उ', ' ', 'ह', 'स', 'फ', '्', 'प', 'न', 'अ', 'ढ', 'आ', 'ु', 'ो', 'क', 'भ', 'ा', 'ि', 'र', 'त']"
5348024557503613_f1086_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,अनुस्मारक ढूँढ ढो और मिटाओ,"['अ', 'ढ', 'औ', 'क', 'म', 'ट', 'ओ', 'ँ', 'ा', 'ि', 'ू', 'स', 'ु', ' ', 'र', '्', 'न', 'ो']"
